"site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential_duplicate_group_manual","duplicate.notes","NEW_RECORD","GROA.site.ID"
4315,"Minqing Fujian 1",NA,NA,NA,"NAC","","China",26.3,118.7,"650",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4432",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4432
4316,"Moerdaoga Inner Mongolia ",NA,NA,NA,"NAC","","China",51.3,120.8,"737",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4433",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4433
4317,"Mouping Shandong ",NA,NA,NA,"NAC","","China",37.2,121.7,"275",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4434",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4434
4318,"Nakou Fujian ",NA,NA,NA,"NAC","","China",27.1,117.6,"793",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4436",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4436
4319,"Nandan Guangxi ",NA,NA,NA,"NAC","","China",25.3,107.18,"739",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4437",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4437
4320,"Nandan Guangxi 1",NA,NA,NA,"NAC","","China",25.38,107.19,"941",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4438",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4438
4321,"Nandan Guangxi 2",NA,NA,NA,"NAC","","China",25.23,107.3,"713",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4439",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4439
4322,"Nandan Guangxi 3",NA,NA,NA,"NAC","","China",24.8,107.41,"407",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4440",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4440
4323,"Nanjiang Sichuan ",NA,NA,NA,"NAC","","China",32.3,106.8,"1712",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4441",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4441
4324,"Nanning Guangxi ",NA,NA,NA,"NAC","","China",23,108.31,"297",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4442",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4442
4325,"Nanping Fujian ",NA,NA,NA,"NAC","","China",26.7,118,"513",NA,"19.6","NAC","NAC","1800",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4443",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4443
4326,"Nanping Fujian 1",NA,NA,NA,"NAC","","China",26.6,118.1,"750",NA,"19.6","NAC","NAC","1800",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4444",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4444
4327,"Nanping Fujian 2",NA,NA,NA,"NAC","","China",26.5,118.6,"450",NA,"19.6","NAC","NAC","1790",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4445",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4445
4328,"Nanping Sichuan 2",NA,NA,NA,"NAC","","China",33.27,103.54,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4448",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4448
4329,"Nanping Sichuan 3",NA,NA,NA,"NAC","","China",33.33,103.54,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4449",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4449
4330,"Nanping Sichuan 4",NA,NA,NA,"NAC","","China",33.55,103.54,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4450",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4450
4331,"Nanping Sichuan 5",NA,NA,NA,"NAC","","China",33.57,103.54,"3292",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4451",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4451
4332,"Nanping Sichuan 6",NA,NA,NA,"NAC","","China",33.18,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4452",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4452
4333,"Nanping Sichuan 7",NA,NA,NA,"NAC","","China",33.25,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4453",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4453
4334,"Nanping Sichuan 8",NA,NA,NA,"NAC","","China",33.27,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4454",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4454
4335,"Nanping Sichuan 9",NA,NA,NA,"NAC","","China",33.28,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4455",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4455
4336,"Nanping Sichuan 10",NA,NA,NA,"NAC","","China",33.3,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4456",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4456
4337,"Nanping Sichuan 11",NA,NA,NA,"NAC","","China",33.42,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4457",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4457
4338,"Nanping Sichuan 12",NA,NA,NA,"NAC","","China",33.55,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4458",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4458
4339,"Nanping Sichuan 13",NA,NA,NA,"NAC","","China",33.57,103.58,"3184",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4459",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4459
4340,"Nanping Sichuan 14",NA,NA,NA,"NAC","","China",33.58,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4460",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4460
4341,"Nanping Sichuan 15",NA,NA,NA,"NAC","","China",33.6,103.58,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4461",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4461
4342,"Nanping Sichuan 16",NA,NA,NA,"NAC","","China",33.67,103.62,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4462",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4462
4343,"Nanping Sichuan 17",NA,NA,NA,"NAC","","China",33.25,103.63,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4463",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4463
4344,"Nanping Sichuan 18",NA,NA,NA,"NAC","","China",33.28,103.63,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4464",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4464
4345,"Nanping Sichuan 19",NA,NA,NA,"NAC","","China",33.3,103.63,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4465",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4465
4346,"Nanping Sichuan 20",NA,NA,NA,"NAC","","China",33.45,103.63,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4466",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4466
4347,"Nanping Sichuan 21",NA,NA,NA,"NAC","","China",33.55,103.66,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4467",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4467
4348,"Nanping Sichuan 22",NA,NA,NA,"NAC","","China",33.57,103.66,"3180",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4468",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4468
4349,"Nanping Sichuan 23",NA,NA,NA,"NAC","","China",33.62,103.66,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4469",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4469
4350,"Nanping Sichuan 24",NA,NA,NA,"NAC","","China",33.63,103.66,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4470",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4470
4351,"Nanping Sichuan 26",NA,NA,NA,"NAC","","China",33.33,103.67,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4472",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4472
4352,"Nanping Sichuan 27",NA,NA,NA,"NAC","","China",33.5,103.67,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4473",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4473
4353,"Nanping Sichuan 28",NA,NA,NA,"NAC","","China",33.52,103.67,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4474",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4474
4354,"Nanping Sichuan 29",NA,NA,NA,"NAC","","China",33.53,103.67,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4475",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4475
4355,"Nanping Sichuan 30",NA,NA,NA,"NAC","","China",33.57,103.69,"3180",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4476",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4476
4356,"Nanping Sichuan 31",NA,NA,NA,"NAC","","China",33.18,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4477",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4477
4357,"Nanping Sichuan 32",NA,NA,NA,"NAC","","China",33.2,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4478",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4478
4358,"Nanping Sichuan 33",NA,NA,NA,"NAC","","China",33.23,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4479",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4479
4359,"Nanping Sichuan 34",NA,NA,NA,"NAC","","China",33.3,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4480",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4480
4360,"Nanping Sichuan 35",NA,NA,NA,"NAC","","China",33.5,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4481",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4481
4361,"Nanping Sichuan 36",NA,NA,NA,"NAC","","China",33.52,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4482",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4482
4362,"Nanping Sichuan 37",NA,NA,NA,"NAC","","China",33.53,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4483",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4483
4363,"Nanping Sichuan 38",NA,NA,NA,"NAC","","China",33.55,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4484",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4484
4364,"Nanping Sichuan 39",NA,NA,NA,"NAC","","China",33.57,103.71,"3180",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4485",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4485
4365,"Nanping Sichuan 40",NA,NA,NA,"NAC","","China",33.58,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4486",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4486
4366,"Nanping Sichuan 41",NA,NA,NA,"NAC","","China",33.6,103.71,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4487",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4487
4367,"Nanping Sichuan 45",NA,NA,NA,"NAC","","China",33.3,103.75,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4491",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4491
4368,"Nanping Sichuan 46",NA,NA,NA,"NAC","","China",33.32,103.75,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4492",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4492
4369,"Nanping Sichuan 53",NA,NA,NA,"NAC","","China",32.6,103.76,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4499",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4499
4370,"Nanping Sichuan 54",NA,NA,NA,"NAC","","China",33.25,103.76,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4500",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4500
4371,"Nanping Sichuan 55",NA,NA,NA,"NAC","","China",33.33,103.76,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4501",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4501
4372,"Nanping Sichuan 58",NA,NA,NA,"NAC","","China",33.28,103.77,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4504",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4504
4373,"Nanping Sichuan 59",NA,NA,NA,"NAC","","China",33.32,103.77,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4505",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4505
4374,"Nanping Sichuan 60",NA,NA,NA,"NAC","","China",33.48,103.79,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4506",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4506
4375,"Nanping Sichuan 62",NA,NA,NA,"NAC","","China",33.32,103.8,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4508",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4508
4376,"Nanping Sichuan 118",NA,NA,NA,"NAC","","China",33,104.32,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4564",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4564
4377,"Nanping Sichuan 119",NA,NA,NA,"NAC","","China",33.5,104.83,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4565",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4565
4378,"Nanping Sichuan 120",NA,NA,NA,"NAC","","China",33.53,104.87,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4566",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4566
4379,"Nanping Sichuan 121",NA,NA,NA,"NAC","","China",33.57,104.87,"3180",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4567",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4567
4380,"Nanping Sichuan 122",NA,NA,NA,"NAC","","China",33.58,104.87,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4568",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4568
4381,"Nanping Sichuan 123",NA,NA,NA,"NAC","","China",33.6,104.87,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4569",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4569
4382,"Nanping Sichuan 124",NA,NA,NA,"NAC","","China",33.27,104.91,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4570",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4570
4383,"Nanping Sichuan 125",NA,NA,NA,"NAC","","China",33.53,104.91,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4571",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4571
4384,"Nanping Sichuan 126",NA,NA,NA,"NAC","","China",33.57,104.91,"3180",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4572",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4572
4385,"Nanping Sichuan 127",NA,NA,NA,"NAC","","China",33.58,104.91,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4573",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4573
4386,"Nanping Sichuan 128",NA,NA,NA,"NAC","","China",33.6,104.91,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4574",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4574
4387,"Nanping Sichuan 129",NA,NA,NA,"NAC","","China",33.52,104.96,"3200",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","",NA,NA,"GROA site.id #4575",NA,NA,NA,NA,NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4575
