site.id,study.id,site.sitename,site.state,site.country,lat_dec,long_dec,elevation,AMT,AMP,soil.classification
13997,8474,Yotao VI,Oaxaca,Mexico,17.33577,-96.365886,1850,21,1719,Inceptisols
13998,8474,Yotao V,Oaxaca,Mexico,17.334252,-96.358124,1850,21,1719,Inceptisols
13999,8474,Juquila III,Oaxaca,Mexico,17.362985,-96.286695,1850,21,1719,Inceptisols
14000,8474,Juquila IV,Oaxaca,Mexico,17.364844,-96.287587,1850,21,1719,Inceptisols
14001,8474,Juquila V,Oaxaca,Mexico,17.369535,-96.287997,1850,21,1719,Inceptisols
14002,8474,Tanetze III,Oaxaca,Mexico,17.339965,-96.270984,1850,21,1719,Inceptisols
14003,8474,Tanetze VI,Oaxaca,Mexico,17.333483,-96.275018,1850,21,1719,Inceptisols
14004,8474,Tanetze V,Oaxaca,Mexico,17.335343,-96.275101,1850,21,1719,Inceptisols
2414,8553,Luquillo Experimental Forest,Puerto Rico,United States,18.3,-65.833333,400,22.3,3920,ultisols
13957,8581,Cuicateca,,Mexico,17.016667,-95.9,1950,NA,774,luvisols
3582,8581,Mixe,,Mexico,17.016667,-95.9,1400,NA,1974,acrisols
13956,8581,Mazateca,,Mexico,18.15,-96.9,1605,NA,1474,acrisols
2236,8587,Kembera,West Kalimantan,Indonesia,-0.4,110.1,350,NA,4000,Ultisol/Oxisol
286,8739,Fazenda Vitoria,Para,Brazil,-2.983333,-47.516667,<200,25.95,1800,Oxisols
314,8740,Manaus BR-174,Amazonas,Brazil,-2.45,-60.05,100,26.7,2200,Oxisols
286,8742,Fazenda Vitoria,Para,Brazil,-2.983333,-47.516667,200,NA,1803,Oxisols
3802,8782,Kellogg Biological Station,Michigan,United States,42.4,-85.4,288,9.7,890,alfisols
14005,8847,PZ Secfor 12a/18,Acre,Brazil,-9.949722,-67.871667,NA,26,1940,"ultisols, oxisols"
2002,8847,PZ Secfor 11,Acre,Brazil,-9.875833,-67.071667,NA,26,1940,"ultisols, oxisols"
2003,8847,Peixoto 1 Secfor 3a,Acre,Brazil,-9.875,-67.074167,NA,26,1940,"ultisols, oxisols"
2001,8847,PZ Pasture 13,Acre,Brazil,-9.874444,-67.071944,NA,26,1940,"ultisols, oxisols"
2010,8847,Humaita 1 Secfor 3c,Acre,Brazil,-9.770833,-67.657778,NA,26,1940,"ultisols, oxisols"
2009,8847,Humaita 2 Pasture 14,Acre,Brazil,-9.770278,-67.658056,NA,26,1940,"ultisols, oxisols"
3625,8870,University of Michigan Biological Station burn and clearcut experimental plots,Michigan,United States,45.566667,-84.7,NA,6.2,820,NA
2250,8872,Ponderosa Pine,Oregon,United States,44.433333,-121.566667,1188,7.5,552,Andisols
2117,8873,Old Mill,Victoria,Australia,-30.033333,146.25,615,NA,1900,alfisols
426,8882,Dzibilchaltun,Yucatan Peninsula,Mexico,21.1,-89.283333,10,25.8,760,lithic rendolls
2137,8898,Akok,,Cameroon,2.784167,10.282778,NA,NA,1513,ultisols
3659,8964,Xishuangbanna Tropical Botanical Garden,NA,China,21.7,101.25,855,22.1,1400,Udic Ferrisols
3810,8989,Changbai Mountain Natural Reserve,NA,China,42.4,128.083333,1000,-2,1050,NA
43,8996,El Tigre,,Bolivia,-11.983333,-65.716667,NA,NA,1780,NA
44,8996,El Turi,,Bolivia,-11.75,-67.333333,NA,NA,1833,NA
3594,9017,Eucalyptus regnans sites,,Australia,-37.491667,145.483333,710,NA,1210,Ferrosols
46,9020,Eastern Para 1,Para,Brazil,-4.26,-47.73,NA,26,2200,NA
47,9020,Eastern Para 2,Para,Brazil,-2.16,-47.38,NA,26,2200,NA
48,9020,Eastern Para 3,Para,Brazil,-1.17,-47.75,NA,26,2200,NA
2261,9111,Los Tuxtlas,Veracruz,Mexico,18.583333,-95.083333,NA,27,4000,vitric Andosols
2259,9199,Bragantina,Para,Brazil,-1.2,-47.258333,NA,25.5,2300,Oxisols
3812,9210,Jharsuguda,Odisha,India,22,84,165,NA,1956,Ultisols
2218,9222,Lewis Canyon North/South,Wyoming,United States,44.155556,-110.658889,2368,NA,465,Cryochrept/Cryumbrept
2220,9222,Pitchstone Plateau,Wyoming,United States,44.253056,-110.772222,2368,NA,465,Cryochrept/Cryumbrept
2224,9222,Riddle High,Wyoming,United States,44.3525,-110.544444,2417,NA,465,Cryochrept/Cryumbrept
2221,9222,Riddle Lake,Wyoming,United States,44.356944,-110.541667,2429,NA,465,Cryochrept/Cryumbrept
2223,9222,Howard Eaton,Wyoming,United States,44.453889,-110.829444,2370,NA,465,Cryochrept/Cryumbrept
2222,9222,Biscuit Basin,Wyoming,United States,44.485278,-110.8525,2223,NA,465,Cryochrept/Cryumbrept
2225,9222,Firehole Loop,Wyoming,United States,44.630556,-110.864722,2166,NA,465,Cryochrept/Cryumbrept
2226,9222,Gibbon Falls,Wyoming,United States,44.654167,-110.771389,2131,NA,465,Cryochrept/Cryumbrept
2219,9222,Cygnet Lakes,Wyoming,United States,44.662778,-110.616667,2508,NA,465,Cryochrept/Cryumbrept
2227,9222,7-Mile Bridge,Wyoming,United States,44.669444,-110.970278,2076,NA,465,Cryochrept/Cryumbrept
2217,9222,Cascade Meadows,Wyoming,United States,44.735556,-110.508333,2486,NA,465,Cryochrept/Cryumbrept
295,9224,Arroyo Negro,Campeche,Mexico,17.883333,-89.283333,180,25,1418,NA
294,9224,Nicolas Bravo,Quintana Roo,Mexico,18.45,-88.933333,120,25,1114,NA
293,9224,El Refugio,Campeche,Mexico,18.816667,-89.383333,250,25,892,NA
293,9362,southern Yucatan,Campeche,Mexico,18.383333,-89.2,183,25,1141,NA
2509,9387,Northern Chiloe Island,Chiloe Island,Chile,-41.833333,-73.637681,75,NA,5000,NA
290,9395,Pifo Polylepis Forest,Pichincha,Ecuador,-0.233,-78.25,3600,6.6,1500,Young volcanic ashes
289,9395,Oyacachi,Napo,Ecuador,-0.216667,-78.05,3200,10.5,2250,Andosol
3537,9396,Embrapa Amazonia Ocidental,Amazonas,Brazil,-2.892778,-59.971944,NA,26,2600,Ferralsols
3661,9458,High Casamance,,Senegal,12.816667,-14.883333,NA,28,960,NA
3535,9484,Wind River Ranger District chronosequence: clear-cut,Washington,United States,45.816667,-121.966667,560,8.7,2500,Andic Haplumbrept
49,9525,San Lorenzo,Nuflo de Chavez,Bolivia,-16.75,-61.75,500,24.3,1129,"Inceptisols, Oxisols"
273,9567,J.M. Tucker Amazonian Brazil chronosequence,Para,Brazil,-1.25,-46.75,NA,NA,2841,Oxisols
2259,9643,Bragantina,Para,Brazil,-1.2,-47.258333,NA,25,2500,oxisols
3899,9665,Mathieu,Quebec,Canada,48.841667,-74.708333,NA,0.8,950,Ferro-humic podzols
3898,9665,St-Pere,Quebec,Canada,48.858333,-76.383333,NA,1.2,840,Brunisols
3900,9665,Dieppe,Quebec,Canada,49.566667,-79.175,NA,0.6,820,Ferro-humic podzols
3509,9783,Ciales,Puerto Rico,United States,18.060881,-66.050224,195,NA,2074,NA
51,9783,El Carite,Puerto Rico,United States,18.08,-66.07,505,NA,2030,NA
3699,9783,Utuado,Puerto Rico,United States,18.250006,-66.631817,250,NA,3000,NA
10,9783,Luquillo,Puerto Rico,United States,18.34,-65.76,305,NA,2660,ultisols
3781,9813,Pen Branch/Fourmile Branch,South Carolina,United States,33.161944,-81.739444,NA,NA,NA,NA
3781,9814,Pen Branch/Fourmile Branch,South Carolina,United States,33.161944,-81.739444,NA,NA,NA,NA
54,9825,Surutu,Santa Cruz,Bolivia,-17.5,-63.5,NA,23,1600,"Ultisols, Eutrochrepts"
55,9825,AM10/Janauaca,Amazonas,Brazil,-3,-60,NA,25.6,2100,"Oxisols, Podsols"
2145,9835,Tongariro National Park,North Island,New Zealand,-39.083333,175.75,800,11.1,1610,Andisols
2152,9848,Fazenda Experimental Catuaba,Acre,Brazil,-10.066667,-67.616667,NA,26,1875,"ultisols, oxisols"
2151,9848,Parque Zoobotânico,Acre,Brazil,-9.95,-67.866667,NA,26,1875,"ultisols, oxisols"
2112,9892,Maquipucuna,,Ecuador,0.083333,-78.616667,1400,NA,3200,Andic humitropepts
269,9898,Brazilian Lower Amazon land use and fire recovery age sequence,Para,Brazil,-3.25,-52.25,NA,25,2000,NA
3774,9956,Igarape-Acu,Para,Brazil,-1.151389,-47.620556,NA,25.5,2050,Ultisols
2261,10007,Los Tuxtlas,Veracruz,Mexico,18.583333,-95.083333,200,27,4000,Andosol
286,10030,Fazenda Vitoria,Para,Brazil,-2.983333,-47.516667,NA,NA,1750,Oxisols
3650,10039,Subtropical broad-leaved evergreen forest chronosequence,Zhejiang,China,29.46,121.66,475,18,1500,Ultisols
2375,10302,Ebolowa,,Cameroon,2.508333,11.15,613,NA,1820,oxisols
2377,10302,Mbalmayo,,Cameroon,3.433333,11.708333,675,NA,1750,oxisols
2379,10302,Yaounde,,Cameroon,4.158333,11.416667,573,NA,1600,oxisols/ultisols
105,10314,Central Rondonia Chronosequence,Rondonia,Brazil,-10.316667,-62.766667,143,27.6,2290,Ultisols/Troporthent soils
2113,10323,La Selva,Sarapiqui,Costa Rica,10.433333,-84,120,26,3800,"Inceptisols, Ultisols"
3623,10506,Sipitang,Sabah,Malaysia,5,115.083333,700,NA,3352,Haplic acrisol
2257,10508,Ibadan,,Nigeria,7.5,3.9,NA,NA,1350,Alfisols
3705,10570,Pau Brasil Ecological Station,Bahia,Brazil,-16.383333,-39.183333,NA,23,1696,Oxisols
284,10589,Rio Sabana abandoned pastures chronosequence,Puerto Rico,United States,18.33,-65.73,125,NA,3162,NA
285,10589,Rio Mameyes abandoned pastures chronosequence,Puerto Rico,United States,18.334,-65.7553,125,NA,3162,NA
3765,10656,Natural Pinus sylvestris stand,Qostanay,Kazakhstan,53.5,66,NA,NA,255,NA
3507,10720,Kings County Hardwood Forest Chronosequence,Nova Scotia,Canada,44.833333,-64.783333,NA,NA,1107,Udifluvents
3606,10806,Hubbard Brook Experimental Forest,New Hampshire,United States,43.933333,-71.75,617,NA,1350,Spodosol
2114,10809,Hubbard Brook Experimental Forest,New Hampshire,United States,43.941667,-71.745278,595,NA,1350,Podzols
2413,10823,Bajo Calima Concession,Chocó,Colombia,3.916667,-77,100,27.3,7000,Entisol
2260,10851,Bura,Tana River,Kenya,-1.133333,39.75,86,NA,351,Vertic Natrargids
2081,10854,Cedar Creek,Minnesota,United States,45.400661,-93.196517,NA,NA,NA,Udipsamment
100,10860,Luquillo Experimental Forest,Puerto Rico,United States,18.3,-65.847222,284,22.3,3523,ultisols/oxisols
3817,10887,Luquillo Experimental Forest,Puerto Rico,United States,18.316667,-65.816667,350,NA,NA,ultisols
56,10938,Rio Madeira,Amazonas,Brazil,-5.77,-61.43,NA,27.5,2500,Ferralsols/Oxisols
58,10939,Patos,Paraíba,Brazil,-7,-37.32,NA,NA,750,NA
59,10940,Araracuara,,Colombia,-0.616667,-72.45,160,25.7,3059,ultisols
60,10942,Saldarriaga chronosequence,,Venezuela/Columbia,1.933333,-67.05,119,NA,3500,"Oxisols, Ultisols"
61,10943,Chajul,Chiapas,Mexico,16.066667,-90.75,207,24,3000,NA
243,10944,Agua Salud,,Panama,9.216667,-79.783333,330,NA,2700,oxisols
63,10945,Barro Colorado Island,,Panama,9.15,-79.85,NA,NA,2600,Oxisols/Alfisols
64,10946,Yucatán,Yucatan,Mexico,20.089444,-89.495833,110,26,1100,"Lithosols, Luvisols, Cambisols"
140,10949,Serra do Conduru,Bahia,Brazil,-14.416667,-39.083333,210,24,2000,oxisols
66,10951,Mata Seca,Minas Gerais,Brazil,-14.841667,-43.975,NA,24,818,NA
2350,10965,Kibale National Park,Kamwenge,Uganda,0.616667,30.425,1500,NA,1700,NA
3716,10966,Northeast India fallow field chronosequence,Meghalaya,India,26,91.083333,100,NA,2200,oxisols
274,10968,Rio Negro age sequence,,Venezuela,1.933333,-67.05,119,26.88,3500,oxisols
277,10969,Paragominas,Para,Brazil,-3,-47.5,NA,25.2,1750,oxisols
363,10971,El Eden Ecological Reserve fire chronosequence,Quintana Roo,Mexico,21.2,-87.183333,6,24.2,1650,NA
13945,10972,Palma Real,Puntarenas,Costa Rica,8.3961,-83.3374,10,27.4,4200, Inceptisol  
13944,10972,Caliente,Puntarenas,Costa Rica,8.4053,-83.3372,74,27,4300, Ultisol  
13936,10972,TUVA,Puntarenas,Costa Rica,8.4055,-83.3398,46,27.2,4250, Ultisol  
13941,10972,Piro,Puntarenas,Costa Rica,8.4055,-83.3408,15,27.4,4200, Ultisol  
13938,10972,La Huerta,Puntarenas,Costa Rica,8.4086,-83.3363,68,27.1,4300, Ultisol  
13925,10972,Hotel,Puntarenas,Costa Rica,9.7601,-84.6145,38,27.7,2950, Ultisol  
13926,10972,Luciano,Puntarenas,Costa Rica,9.7713,-84.614,101,27.3,3100, Ultisol  
13922,10972,Yucal,Puntarenas,Costa Rica,9.7725,-84.6183,244,26.4,3000, Ultisol  
13923,10972,Chupadero,Puntarenas,Costa Rica,9.7761,-84.618,45,27.6,3000, Ultisol  
13924,10972,Lapas,Puntarenas,Costa Rica,9.7792,-84.6058,46,27.6,3500, Inceptisol  
13913,10972,Valle Azul,Puntarenas,Costa Rica,9.7793,-84.9552,37,27.7,2208, Alfisol  
13920,10972,Santa Teresa,Puntarenas,Costa Rica,9.7855,-84.9498,51,27.6,2308, Alfisol  
13915,10972,Divino,Puntarenas,Costa Rica,9.7876,-84.9392,43,27.7,2208, Alfisol  
13919,10972,El Tanque,Puntarenas,Costa Rica,9.7908,-84.9244,43,27.7,2092, Alfisol  
13917,10972,Quesera,Puntarenas,Costa Rica,9.8019,-84.9051,30,27.7,2042, Alfisol  
13918,10972,Dubya,San Jose,Costa Rica,9.8397,-84.5478,168,26.9,2925, Alfisol  
13921,10972,Chonco,San Jose,Costa Rica,9.8401,-84.5403,53,27.6,2900, Alfisol  
13914,10972,Caballos,San Jose,Costa Rica,9.8446,-84.5281,132,27.1,2900, Alfisol  
13916,10972,Iguana,San Jose,Costa Rica,9.8451,-84.5292,160,26.9,2900, Alfisol  
13912,10972,Downey,San Jose,Costa Rica,9.8586,-84.5241,120,27.2,2700, Alfisol  
13955,10972,Kraven S.A.,Heredia,Costa Rica,10.2652,-84.1565,1047,19.8,4902, Ultisol  
13946,10972,Volcan,Heredia,Costa Rica,10.2811,-84.1483,937,20.4,5042, Ultisol  
13947,10972,Virgen Maria,Heredia,Costa Rica,10.2822,-84.1502,992,20.1,5002, Entisol  
13953,10972,Hondura,Alajuela,Costa Rica,10.2844,-84.1757,863,20.8,5002, Entisol  
13950,10972,Milpa,Alajuela,Costa Rica,10.2865,-84.1761,937,20.4,5002, Entisol  
13949,10972,Cornelio,Alajuela,Costa Rica,10.297,-84.7515,1044,21.1,5500, Andisol  
13951,10972,Dos Ases,Alajuela,Costa Rica,10.2975,-84.7621,1150,20.4,5400, Andisol  
13954,10972,Vargas,Alajuela,Costa Rica,10.2981,-84.7684,1220,20,5300, Andisol  
13952,10972,Cambronero,Alajuela,Costa Rica,10.2989,-84.7665,1200,20.1,5300, Andisol  
13948,10972,Aleman,Alajuela,Costa Rica,10.3019,-84.7408,962,21.6,5800,Andisol  
13943,10972,4 Rios,Heredia,Costa Rica,10.3888,-84.1327,248,24.2,3967, Inceptisol  
13932,10972,Cascada,Heredia,Costa Rica,10.3948,-83.9868,92,25.1,3900, Inceptisol  
13940,10972,Tirimbina,Heredia,Costa Rica,10.4025,-84.1125,261,24.1,4017, Ultisol  
13933,10972,Sabalo,Heredia,Costa Rica,10.4165,-84.0029,74,25.2,3892, Inceptisol  
13934,10972,SHO 750,Heredia,Costa Rica,10.417,-84.0036,70,25.2,3892, Inceptisol  
13927,10972,Cano,Heredia,Costa Rica,10.4214,-84.1618,224,24.3,3900, Inceptisol  
13937,10972,Culebra,Heredia,Costa Rica,10.4248,-84.0965,158,24.7,3942, Ultisol  
13935,10972,Terciopelo,Heredia,Costa Rica,10.427,-84.095,140,24.8,3942, Ultisol  
13931,10972,Pao,Heredia,Costa Rica,10.431,-84.0157,65,25.2,3892, Inceptisol  
13928,10972,SAT 900,Heredia,Costa Rica,10.4315,-84.0205,74,25.2,3892, Inceptisol  
13930,10972,SAT 1000,Heredia,Costa Rica,10.4319,-84.0218,76,25.1,3892, Inceptisol  
13939,10972,Don Juan,Heredia,Costa Rica,10.4553,-84.0665,143,24.8,3967, Ultisol  
13929,10972,Con Permiso,Alajuela,Costa Rica,10.4556,-84.1763,141,24.8,3800, Inceptisol  
13942,10972,Pumilio,Heredia,Costa Rica,10.506,-84.0561,79,25.1,4017, Inceptisol  
13909,10972,Naranjo,Guanacaste,Costa Rica,10.7992,-85.6485,23,27.6,1630, Entisol  
13906,10972,Deep Throat,Guanacaste,Costa Rica,10.8266,-85.6134,288,25.9,1513, Entisol  
13911,10972,El Pozo,Guanacaste,Costa Rica,10.8375,-85.6147,340,25.6,1556, Entisol  
13910,10972,Buen Uso,Guanacaste,Costa Rica,10.8393,-85.6152,321,25.7,1556, Entisol  
13904,10972,Mal Uso,Guanacaste,Costa Rica,10.847,-85.6143,307,25.8,1530, Entisol  
13908,10972,Principe,Guanacaste,Costa Rica,10.8533,-85.6081,273,26,1563, Entisol  
13907,10972,Firebreaks,Guanacaste,Costa Rica,10.8705,-85.5946,148,26.8,1573, Entisol  
13901,10972,Pitahaya,Guanacaste,Costa Rica,10.8732,-85.5788,243,26.2,1613, Entisol  
13905,10972,Casita,Guanacaste,Costa Rica,10.8757,-85.5853,300,25.8,1596, Entisol  
13902,10972,Bebedero,Guanacaste,Costa Rica,10.8883,-85.6,280,25.9,1613, Entisol  
13903,10972,Pocosol,Guanacaste,Costa Rica,10.8889,-85.6004,278,25.9,1613, Entisol  
68,11064,Salvatierra,Santa Cruz,Bolivia,-15.502222,-63.025833,250,25,1200,NA
2362,11079,Smithsonian Environmental Research Center,Maryland,United States,38.883333,-76.55,NA,NA,NA,NA
2414,11093,Luquillo Experimental Forest,Puerto Rico,United States,18.3,-65.833333,500,22.3,3760,ultisols
6901,11101,Lake Duparquet chronosequence,Quebec,Canada,48.5,-79.333333,300,0.6,823,Luvisol
3641,11107,Wave-regenerated Balsam Fir chronosequence,New York,United States,44.366667,-73.9,1200,NA,1250,NA
6902,11110,Dawson Creek Forest District age sequence,British Columbia,Canada,55.48,-120.18,NA,NA,450,"Luvisol, Brunisol"
278,11111,Acahual,Veracruz,Mexico,17.291667,-94.583333,150,24,3640,Oxisol; Alfisol
3800,11120,Sokolov,,Czech Republic,50.236401,12.690561,650,6.8,650,NA
67,11149,Sarapiqui (Chazdon),,Costa Rica,10.43,-83.98,NA,25.8,3962,Ultisols
2043,11166,Erastvere,Gulbene,Estonia,57.133333,26.933333,NA,5.4,675,Albeluvisol
2040,11166,Kooraste 1,Pskov,Estonia,57.983333,29.666667,NA,5.4,675,Haplic Umbrisol
2039,11166,Kambja,Polva,Estonia,58.05,27.016667,NA,5.4,675,Albeluvisol
2037,11166,Järvselja,Tartu,Estonia,58.25,27.266667,NA,5.4,675,Umbric Gleysol
2042,11166,Alatskivi 2,Tartu,Estonia,58.616667,27.033333,NA,5.4,675,Gleyic Umbrisol
175,11189,Matiguas,,Nicaragua,12.833333,-85.45,316,30,1400,Vertisols
227,11204,ASB Brazil 2,,Brazil,-10.13,-62.23,NA,NA,NA,NA
229,11204,ASB Brazil 1,,Brazil,-10.06,-62.11,NA,NA,NA,NA
226,11204,ASB Brazil 3,,Brazil,-10.01,-67.09,NA,NA,NA,NA
210,11204,ASB Cameroon 2,,Cameroon,2.42,11.25,NA,NA,NA,NA
209,11204,ASB Cameroon 1,,Cameroon,2.59,11.03,NA,NA,NA,NA
3957,11204,ASB Cameroon 6,,Cameroon,3.3,11.79,NA,NA,NA,NA
3956,11204,ASB Cameroon 5,,Cameroon,3.61,11.61,NA,NA,NA,NA
211,11204,ASB Cameroon 4,,Cameroon,3.93,11.57,NA,NA,NA,NA
212,11204,ASB Cameroon 3,,Cameroon,4.24,11.26,NA,NA,NA,NA
277,11231,Paragominas,Para,Brazil,-3,-47.5,NA,25.2,1750,Oxisol/Ultisols
255,11253,Yangambi,Orientale,Democratic Republic of Congo,0.77,24.44,NA,25.2,1858,Latosolic
283,11256,Porce II chronosequence 2,Antioquia,Colombia,6.760278,-75.107778,1050,22.7,2078,Entisol; Inceptisol
307,11257,Mamiraua Sustainable Development Reserve,Amazonas,Brazil,-2.799934,-64.88,NA,26.9,3000,NA
309,11258,Leuser Ecosystem chronosequence,North Sumatra,Indonesia,3.789,97.872,1100,26.18,2777,NA
342,11269,Tiogo T13,Sanguie,Burkina Faso,12.263288,-2.761648,300,NA,785,dystric gleysol
343,11269,Gonse (G10/G5),Kadiogo,Burkina Faso,12.3994,-1.3,300,NA,735,ferruginous
344,11269,Sa S14,Mouhoun,Burkina Faso,12.65,-3.28,300,NA,679,gleyic cambisol
345,11269,Bissiga B12,Oubritenga,Burkina Faso,12.6833,-1.17,300,NA,632,ferric luvisol
346,11269,Yabo Y13,Sanmatenga,Burkina Faso,13,-1.5,300,NA,629,eutric regosol
3793,11282,Waldo Lake (cool dry),Oregon,United States,43.5,-122,1770,NA,2200,Entic Cryorthod
3528,11293,S village Karen area swidden cultivation fallow chronosequence,Bago,Myanmar,18.866667,95.883333,350,NA,1966,Ultisol
2396,11295,UMBS harvest and fire chronosequence,Michigan,United States,45.591667,-84.716667,NA,5.5,817,Entic Haplothods
2393,11300,Oregon Cascades 2 (cool temperate montane),Oregon,United States,44,-122.5,1140,5.4,2730,Spodosol
3903,11302,Mekrijarvi Research Station,North Carelia,Finland,62.783333,30.966667,145,1.4,690,Podzol
2391,11305,Scituate Watershed,Rhode Island,United States,41.8,-71.62,NA,9.1,1280,Dystrochrepts
274,11312,San Carlos de Rio Negro abandoned slash-and-burn plots,,Venezuela,1.933333,-67.05,NA,26,3500,Oxisols
2250,11319,Y site,Oregon,United States,44.433333,-121.566667,1188,7.5,552,Ultic haploxeralfs
2218,11321,Yellowstone National Park - moderate density young,Wyoming,United States,44.362917,-110.720625,2346,NA,465,Cryochrept or Cryumbrept
13977,11321,Yellowstone National Park - low density young,Wyoming,United States,44.451736,-110.639028,2434,NA,464,Cryochrept or Cryumbrept
2219,11321,Yellowstone National Park - high density young,Wyoming,United States,44.576667,-110.787708,2198,NA,465,Cryochrept or Cryumbrept
2206,11323,Willow Creek,Wisconsin,United States,45.8,-90.116667,480,NA,NA,NA
3743,11346,Wildfire-regenerating Jack Pine Chronosequence 36,Michigan,United States,44.433333,-84.233333,NA,6.3,690,Entisol
3733,11346,Wildfire-regenerating Jack Pine Chronosequence 14,Michigan,United States,44.45,-84.266667,NA,6.3,690,Entisol
3518,11346,Wildfire-regenerating Jack Pine Chronosequence 4,Michigan,United States,44.466667,-84.333333,NA,6.3,690,Entisol
3772,11346,Wildfire-regenerating Jack Pine Chronosequence 7,Michigan,United States,44.5,-84.3,NA,6.3,690,Entisol
3604,11346,Wildfire-regenerating Jack Pine Chronosequence 1,Michigan,United States,44.516667,-84.266667,NA,6.3,690,Entisol
3543,11346,Wildfire-regenerating Jack Pine Chronosequence 52,Michigan,United States,44.55,-84.35,NA,6.3,690,Entisol
3704,11346,Wildfire-regenerating Jack Pine Chronosequence 72,Michigan,United States,44.566667,-84.4,NA,6.3,690,Entisol
3624,11346,Wildfire-regenerating Jack Pine Chronosequence 22,Michigan,United States,44.6,-84.05,NA,6.3,690,Entisol
3815,11346,Wildfire-regenerating Jack Pine Chronosequence 2,Michigan,United States,44.6,-84,NA,6.3,690,Entisol
3591,11346,Wildfire-regenerating Jack Pine Chronosequence 12,Michigan,United States,44.716667,-84.483333,NA,6.3,690,Entisol
3825,11346,Wildfire-regenerating Jack Pine Chronosequence 27,Michigan,United States,44.716667,-84.416667,NA,6.3,690,Entisol
2021,11360,Fazenda Vitoria 2,Para,Brazil,-2.916667,-47.566667,NA,NA,1750,Oxisol
2025,11366,Yenisei River,Siberia,Russia,60.716667,89.133333,NA,-3.7,493,inceptisol
2029,11369,Bartlett Forest M6,New Hampshire,United States,43.983333,-71.416667,520,NA,1270,NA
2031,11369,Bartlett Forest T30,New Hampshire,United States,44.05,-71.233611,550,NA,1270,NA
2028,11369,Bartlett Forest H6/H4,New Hampshire,United States,44.133333,-71.283333,370,NA,1270,NA
2030,11369,Bartlett Forest  M5,New Hampshire,United States,44.133333,-71.233333,460,NA,1270,NA
2032,11369,Bartlett Forest H1,New Hampshire,United States,44.133333,-71.266667,340,NA,1270,NA
2398,11408,Western Andes,NA,Colombia,5.5199,-76.049433,2004,NA,NA,NA
5381,11419,Xilin Guangxi 3,,China,23.55,104.63,1280,22.6,1600,NA
4058,11419,Gangwu Guangxi 1,,China,23.57,111.06,215,NA,NA,NA
4082,11419,Guiping Guangxi,,China,23.57,110,520,NA,NA,NA
4423,11419,Mashan Guangxi ,,China,23.57,108.36,700,NA,NA,NA
8915,11419,Baise Guangxi 1,,China,23.58,106.16,1051,NA,NA,NA
4062,11419,Gangwu Guangxi 5,,China,23.65,111.41,240,NA,NA,NA
5280,11419,Teng Guangxi ,,China,23.65,110.59,125,NA,NA,NA
4225,11419,Jinxiu Guangxi 9,,China,23.72,110.92,975,NA,NA,NA
5282,11419,Teng Guangxi 2,,China,23.72,110.82,137,NA,NA,NA
4226,11419,Jinxiu Guangxi 10,,China,23.8,110.92,590,NA,NA,NA
5281,11419,Teng Guangxi 1,,China,23.8,110.71,500,NA,NA,NA
8916,11419,Baise Guangxi 2,,China,23.8,106.16,248,NA,NA,NA
8917,11419,Baise Guangxi 3,,China,23.8,106.22,713,NA,NA,NA
4060,11419,Gangwu Guangxi 3,,China,23.87,111.18,570,NA,NA,NA
4219,11419,Jinxiu Guangxi 3,,China,23.87,110.12,1150,NA,NA,NA
4701,11419,Pingnan Guangxi ,,China,23.87,110.18,734,NA,NA,NA
8918,11419,Baise Guangxi 4,,China,23.87,106.34,660,NA,NA,NA
4061,11419,Gangwu Guangxi 4,,China,23.88,111.18,358,NA,NA,NA
5536,11419,Yunxiao Fujian ,,China,23.9,117.3,80,NA,NA,NA
4227,11419,Jinxiu Guangxi 11,,China,23.93,115.03,1200,NA,NA,NA
5537,11419,Yunxiao Fujian 1,,China,24,117.4,120,NA,NA,NA
4216,11419,Jinxiu Guangxi ,,China,24.02,110.06,680,NA,NA,NA
4217,11419,Jinxiu Guangxi 1,,China,24.15,110.11,830,NA,NA,NA
4333,11419,Lingyun Guangdong 1,,China,24.15,106.52,740,NA,NA,NA
4430,11419,Mengshan Guangxi ,,China,24.15,110.65,375,NA,NA,NA
5289,11419,Tianlin Guangdong ,,China,24.15,105.63,782,NA,NA,NA
5545,11419,Zhaoping Guangxi ,,China,24.15,110.88,690,NA,NA,NA
8936,11419,Changning Yunnan,,China,24.2,99.27,1560,14.9,1260,NA
4098,11419,He Guangxi ,,China,24.23,111.77,380,NA,NA,NA
4100,11419,He Guangxi 2,,China,24.23,111.83,572,NA,NA,NA
4218,11419,Jinxiu Guangxi 2,,China,24.23,110.11,630,NA,NA,NA
4220,11419,Jinxiu Guangxi 4,,China,24.23,110.23,830,NA,NA,NA
4222,11419,Jinxiu Guangxi 6,,China,24.23,110.29,620,NA,NA,NA
4224,11419,Jinxiu Guangxi 8,,China,24.23,110.35,450,NA,NA,NA
5378,11419,Xilin Guangxi ,,China,24.23,104.41,1100,NA,NA,NA
5389,11419,Xilin Guangxi 11,,China,24.23,105.33,1141,22.6,1600,NA
4103,11419,He Guangxi 5,,China,24.3,111.95,940,NA,NA,NA
4221,11419,Jinxiu Guangxi 5,,China,24.3,110.23,800,NA,NA,NA
4223,11419,Jinxiu Guangxi 7,,China,24.3,110.29,1015,NA,NA,NA
4699,11419,Pingle Guangxi ,,China,24.3,110.76,311,NA,NA,NA
