"","measurement.id","plot.id","site.id","study.id","refor.type","prior","stand.age","variables.name","mean_ha","max_depth","bulk_density"
"361",3612,2749,2261,10007,"SNR","C",16,"SOC",211,2.5,NA
"362",3619,2750,2261,10007,"SNR","C",20,"SOC",247,2.5,NA
"363",3626,2751,2261,10007,"SNR","C",20,"SOC",185,2.5,NA
"364",3633,2752,2261,10007,"SNR","C",26,"SOC",158.2,2.5,NA
"365",3640,2753,2261,10007,"SNR","C",30,"SOC",205,2.5,NA
"366",3646,2754,286,10030,"PA","PA",0,"SOC",300,10,NA
"367",3652,2755,286,10030,"PA","PA",0,"SOC",283,10,NA
"368",3658,2756,286,10030,"SNR","PA",23,"SOC",291,10,NA
"369",3695,2772,2257,10508,"SNR","SC",12.5,"soil_perC",1.74,15,1
"370",3696,2773,2257,10508,"SNR","SC",15,"soil_perC",2.46,10,1.02
"371",3704,2776,2257,10508,"C","SC",0,"soil_perC",1.44,10,1.55
"372",3706,2777,2257,10508,"C","SC",0,"soil_perC",1.03,10,1.62
"373",3708,2778,2257,10508,"C","SC",0,"soil_perC",1.59,10,1.56
"374",3804,2818,2413,10823,"SNR","H",0,"soil_perC",7.2,10,NA
"375",3806,2819,2413,10823,"SNR","H",0,"soil_perC",12.4,10,NA
"376",3808,2820,2413,10823,"SNR","H",4,"soil_perC",7.4,10,NA
"377",3810,2821,2413,10823,"SNR","H",4,"soil_perC",12,10,NA
"378",3812,2822,2413,10823,"SNR","H",8,"soil_perC",9.7,10,NA
"379",3814,2823,2413,10823,"SNR","H",8,"soil_perC",12.9,10,NA
"380",3816,2824,2413,10823,"SNR","H",12,"soil_perC",9,10,NA
"381",3818,2825,2413,10823,"SNR","H",12,"soil_perC",10,10,NA
"382",3820,2826,2413,10823,"SNR","H",18,"soil_perC",7.7,10,NA
"383",3822,2828,2081,10854,"SNR","C",12,"soil_perC",0.6,15,1.5
"384",3823,2829,2081,10854,"SNR","C",32,"soil_perC",0.68,15,1.48
"385",4021,2903,3885,3504,"SNR","C",4,"SOC",44.6,10,NA
"386",4024,2904,3885,3504,"SNR","C",12,"SOC",40.7,10,NA
"387",4027,2905,3885,3504,"SNR","C",17,"SOC",31.8,10,NA
"388",4030,2906,3885,3504,"SNR","C",68,"SOC",43.4,10,NA
"389",4018,2907,3884,3504,"C","C",0,"SOC",43.3,10,NA
"390",4048,2914,3892,6416,"SNR","F",14,"SOC",36.74,20,NA
"391",4049,2915,3892,6416,"SNR","F",60,"SOC",39.01,20,NA
"392",4050,2916,3893,6450,"SNR","C",3,"SOC",46.5,20,NA
"393",4051,2917,3894,6450,"SNR","C",20,"SOC",42.4,20,NA
"394",4052,2918,3895,6450,"SNR","C",55,"SOC",36.1,20,NA
"395",4053,2919,3896,6450,"SNR","C",100,"SOC",36.5,20,NA
"396",4337,3238,140,10949,"SNR","SC",11,"soil_perC",2.06,10,0.85
"397",4338,3239,140,10949,"SNR","SC",24,"soil_perC",2.35,10,0.779
"398",4339,3240,140,10949,"SNR","SC",40,"soil_perC",2.49,10,0.78
"399",4459,3284,13901,10972,"SNR","PA",9,"SOC",117.1,10,NA
"400",4467,3285,13902,10972,"SNR","PA",10,"SOC",87.7,10,NA
"401",4475,3286,13903,10972,"SNR","PA",10,"SOC",70.2,10,NA
"402",4483,3287,13904,10972,"SNR","PA",14,"SOC",190.4,10,NA
"403",4491,3289,13906,10972,"SNR","PA",16,"SOC",208.6,10,NA
"404",4499,3290,13907,10972,"SNR","PA",17,"SOC",77.8,10,NA
"405",4507,3291,13908,10972,"SNR","PA",22,"SOC",112.1,10,NA
"406",4515,3292,13909,10972,"SNR","PA",26,"SOC",188.9,10,NA
"407",4523,3293,13910,10972,"SNR","PA",27,"SOC",170.9,10,NA
"408",4531,3294,13911,10972,"SNR","PA",82,"SOC",194.3,10,NA
"409",4539,3295,13912,10972,"SNR","PA",0.5,"SOC",142.3,10,NA
"410",4547,3296,13913,10972,"SNR","PA",7,"SOC",64.9,10,NA
"411",4555,3297,13914,10972,"SNR","PA",7,"SOC",206.3,10,NA
"412",4563,3298,13915,10972,"SNR","PA",9,"SOC",95.7,10,NA
"413",4571,3299,13916,10972,"SNR","PA",13,"SOC",169.2,10,NA
"414",4579,3300,13917,10972,"SNR","PA",16,"SOC",151.4,10,NA
"415",4587,3301,13918,10972,"SNR","PA",20,"SOC",162,10,NA
"416",4595,3302,13919,10972,"SNR","PA",28,"SOC",104.1,10,NA
"417",4603,3303,13920,10972,"SNR","PA",30,"SOC",112.7,10,NA
"418",4611,3304,13921,10972,"SNR","PA",40,"SOC",139.6,10,NA
"419",4619,3305,13922,10972,"SNR","PA",2,"SOC",191.4,10,NA
"420",4627,3306,13923,10972,"SNR","PA",6,"SOC",113.9,10,NA
"421",4635,3307,13924,10972,"SNR","PA",10,"SOC",98.5,10,NA
"422",4643,3308,13925,10972,"SNR","PA",15,"SOC",88.7,10,NA
"423",4651,3309,13926,10972,"SNR","PA",22,"SOC",105.3,10,NA
"424",4659,3310,13927,10972,"SNR","PA",3,"SOC",211.5,10,NA
"425",4667,3311,13928,10972,"SNR","PA",6,"SOC",170,10,NA
"426",4675,3312,13929,10972,"SNR","PA",10,"SOC",216.3,10,NA
"427",4683,3313,13930,10972,"SNR","PA",15,"SOC",167.1,10,NA
"428",4691,3314,13931,10972,"SNR","PA",21,"SOC",184.7,10,NA
"429",4699,3315,13932,10972,"SNR","PA",26,"SOC",213.3,10,NA
"430",4707,3316,13933,10972,"SNR","PA",27,"SOC",187.9,10,NA
"431",4715,3317,13934,10972,"SNR","PA",32,"SOC",217.8,10,NA
"432",4723,3318,13935,10972,"SNR","PA",1,"SOC",197.3,10,NA
"433",4731,3319,13936,10972,"SNR","PA",1,"SOC",118.5,10,NA
"434",4739,3320,13937,10972,"SNR","PA",3,"SOC",180.4,10,NA
"435",4747,3321,13938,10972,"SNR","PA",6.5,"SOC",124.6,10,NA
"436",4755,3322,13939,10972,"SNR","PA",9,"SOC",208.8,10,NA
"437",4763,3323,13940,10972,"SNR","PA",18,"SOC",203.8,10,NA
"438",4771,3324,13941,10972,"SNR","PA",20,"SOC",99,10,NA
"439",4779,3325,13942,10972,"SNR","PA",25,"SOC",184.5,10,NA
"440",4787,3326,13943,10972,"SNR","PA",29,"SOC",170.1,10,NA
"441",4795,3327,13944,10972,"SNR","PA",35,"SOC",146.9,10,NA
"442",4803,3328,13945,10972,"SNR","PA",60,"SOC",97.2,10,NA
"443",4811,3329,13946,10972,"SNR","PA",0.5,"SOC",239.2,10,NA
"444",4819,3330,13947,10972,"SNR","PA",10,"SOC",278.3,10,NA
"445",4827,3331,13948,10972,"SNR","PA",15,"SOC",264.4,10,NA
"446",4835,3332,13949,10972,"SNR","PA",19,"SOC",287.4,10,NA
"447",4843,3333,13950,10972,"SNR","PA",20,"SOC",258,10,NA
"448",4851,3334,13951,10972,"SNR","PA",20,"SOC",273.5,10,NA
"449",4859,3335,13952,10972,"SNR","PA",30,"SOC",282.1,10,NA
"450",4867,3336,13953,10972,"SNR","PA",35,"SOC",315.3,10,NA
"451",4875,3337,13954,10972,"SNR","PA",40,"SOC",296.6,10,NA
"452",4883,3338,13955,10972,"SNR","PA",50,"SOC",289.7,10,NA
"453",5083,3459,278,11111,"SNR","SC",1,"SOM_per",10.78,20,1.33
"454",5091,3460,278,11111,"SNR","SC",7,"SOM_per",15.46,20,1.33
"455",5246,3609,2037,11166,"SNR","H",6,"SOC",123.3,10,NA
"456",5257,3611,2040,11166,"SNR","H",18,"SOC",54.7,10,NA
"457",5263,3612,2042,11166,"SNR","H",32,"SOC",67.2,10,NA
"458",5268,3613,2043,11166,"SNR","H",45,"SOC",53.3,10,NA
"459",5272,3614,175,11189,"SNR","PA",9,"SOC",97.6,100,NA
"460",5274,3615,175,11189,"PA","PA",0,"SOC",63.06,100,NA
"461",5276,3616,175,11189,"PA","PA",0,"SOC",106.3,100,NA
"462",5278,3617,175,11189,"PA","PA",0,"SOC",97.3,100,NA
"463",5332,3646,277,11231,"SNR","PA",4,"SOM_per",3.73,15,NA
"464",5333,3647,277,11231,"SNR","PA",4,"SOM_per",3.37,15,NA
"465",5334,3648,277,11231,"SNR","PA",8,"SOM_per",4.03,15,NA
"466",5335,3649,277,11231,"SNR","PA",8,"SOM_per",3.66,15,NA
"467",5336,3650,277,11231,"SNR","PA",4,"SOM_per",3.18,15,NA
"468",5337,3651,277,11231,"SNR","PA",4,"SOM_per",2.88,15,NA
"469",5338,3652,277,11231,"SNR","PA",4,"SOM_per",3.55,15,NA
"470",5339,3653,277,11231,"SNR","PA",4,"SOM_per",3.99,15,NA
"471",5340,3654,277,11231,"SNR","PA",8,"SOM_per",3.86,15,NA
"472",5341,3655,277,11231,"SNR","PA",8,"SOM_per",4.15,15,NA
"473",5342,3656,277,11231,"SNR","PA",4,"SOM_per",3.3,15,NA
"474",5343,3657,277,11231,"SNR","PA",4,"SOM_per",2.67,15,NA
"475",5344,3658,277,11231,"SNR","PA",8,"SOM_per",2.75,15,NA
"476",5370,3662,283,11256,"SNR","PA",19,"SOC",107.5,15,NA
"477",5376,3663,283,11256,"SNR","PA",19,"SOC",56.6,15,NA
"478",5388,3665,283,11256,"SNR","PA",27,"SOC",66.4,15,NA
"479",5394,3666,283,11256,"SNR","PA",7,"SOC",15.4,15,NA
"480",5400,3667,283,11256,"SNR","PA",36,"SOC",59.8,15,NA
"481",5406,3668,283,11256,"SNR","PA",17,"SOC",106.3,15,NA
"482",5412,3669,283,11256,"SNR","PA",30,"SOC",52.1,15,NA
"483",5418,3670,283,11256,"SNR","PA",14,"SOC",94,15,NA
"484",5424,3671,283,11256,"SNR","PA",29,"SOC",58.5,15,NA
"485",5436,3673,283,11256,"SNR","PA",21,"SOC",46.1,15,NA
"486",5442,3674,283,11256,"SNR","PA",18,"SOC",49.7,15,NA
"487",5448,3675,283,11256,"SNR","PA",7,"SOC",107,15,NA
"488",5454,3676,283,11256,"SNR","PA",15,"SOC",76.6,15,NA
"489",5526,3688,283,11256,"SNR","PA",3,"SOC",83.6,15,NA
"490",5532,3689,283,11256,"SNR","PA",4,"SOC",102.6,15,NA
"491",5538,3690,283,11256,"SNR","PA",4,"SOC",61,15,NA
"492",5544,3691,283,11256,"SNR","PA",4,"SOC",52,15,NA
"493",5550,3692,283,11256,"SNR","PA",5,"SOC",14.1,15,NA
"494",5556,3693,283,11256,"SNR","PA",5,"SOC",53.3,15,NA
"495",5625,3696,2396,11295,"SNR","H/F",6,"SOC",34.8,20,NA
"496",5632,3697,2396,11295,"SNR","H/F",24,"SOC",33.7,20,NA
"497",5639,3698,2396,11295,"SNR","H/F",50,"SOC",25.6,20,NA
"498",5646,3699,2396,11295,"SNR","H/F",56,"SOC",35.5,20,NA
"499",5653,3700,2396,11295,"SNR","H/F",68,"SOC",32.4,20,NA
"500",5675,3705,2391,11305,"SNR","PA",10,"SOC",84,20,NA
"501",5680,3706,2391,11305,"SNR","PA",16,"SOC",67.9,20,NA
"502",5684,3707,2391,11305,"SNR","PA",23,"SOC",23.3,70,NA
"503",5687,3708,2391,11305,"SNR","PA",23,"SOC",23.3,70,NA
"504",5691,3709,2391,11305,"SNR","PA",47,"SOC",60.4,20,NA
"505",5696,3710,2391,11305,"SNR","PA",53,"SOC",69.6,20,NA
"506",5701,3711,2391,11305,"SNR","",61,"SOC",77.7,20,NA
"507",5706,3712,2391,11305,"SNR","PA",72,"SOC",79.2,20,NA
"508",5716,3722,2391,11305,"SNR","PA",23,"SOC",54.3,20,NA
"509",5717,3723,2391,11305,"SNR","PA",23,"SOC",59.4,20,NA
"510",5759,3745,2206,11323,"SNR","",71,"soil_perC",1.92,30,NA
"511",5762,3746,2206,11323,"SNR","",78,"soil_perC",1.37,30,NA
"512",5765,3747,2206,11323,"SNR","",60,"soil_perC",1.98,30,NA
"513",5768,3748,2206,11323,"SNR","",54,"soil_perC",1.64,30,NA
"514",5771,3749,2206,11323,"SNR","",23,"soil_perC",1.64,30,NA
"515",5774,3750,2206,11323,"SNR","",26,"soil_perC",2.5,30,NA
"516",5777,3751,2206,11323,"SNR","",64,"soil_perC",1.96,30,NA
"517",5780,3752,2206,11323,"SNR","",64,"soil_perC",1.78,30,NA
"518",5783,3753,2206,11323,"SNR","",64,"soil_perC",2.31,30,NA
"519",5786,3754,2206,11323,"SNR","",64,"soil_perC",2.3,30,NA
"520",5789,3755,2206,11323,"SNR","",13,"soil_perC",2.1,30,NA
"521",5792,3756,2206,11323,"SNR","",8,"soil_perC",1.95,30,NA
"522",5813,3757,3604,11346,"SNR","F",1,"SOC",38,10,NA
"523",5849,3758,3815,11346,"SNR","F",2,"SOC",40.5,10,NA
"524",5795,3759,3518,11346,"SNR","F",4,"SOC",42.1,10,NA
"525",5843,3760,3772,11346,"SNR","F",7,"SOC",38.4,10,NA
"526",5807,3761,3591,11346,"SNR","F",12,"SOC",46.6,10,NA
"527",5831,3762,3733,11346,"SNR","F",14,"SOC",50.3,10,NA
"528",5819,3763,3624,11346,"SNR","F",22,"SOC",43.8,10,NA
"529",5855,3764,3825,11346,"SNR","F",27,"SOC",50.8,10,NA
"530",5837,3765,3743,11346,"SNR","F",36,"SOC",40.1,10,NA
"531",5801,3766,3543,11346,"SNR","F",52,"SOC",42.4,10,NA
"532",5825,3767,3704,11346,"SNR","F",72,"SOC",36.9,10,NA
"533",5861,3769,2025,11366,"SNR","F",12,"SOC",22.2,25,NA
"534",5865,3770,2025,11366,"SNR","F",53,"SOC",12,25,NA
"535",5869,3771,2025,11366,"SNR","F",93,"SOC",10.3,25,NA
"536",5873,3772,2025,11366,"SNR","H",2,"SOC",13.7,25,NA
"537",5877,3773,2025,11366,"SNR","H",14,"SOC",17.2,25,NA
"538",5881,3774,2025,11366,"SNR","H",58,"SOC",9.3,25,NA
"539",5885,3775,2025,11366,"SNR","H",31,"SOC",11.6,25,NA
"540",5889,3776,2025,11366,"SNR","H",95,"SOC",25.2,25,NA
"541",5893,3777,2025,11366,"SNR","F",67,"SOC",8.8,25,NA
"542",5897,3778,2025,11366,"SNR","F",14,"SOC",17.8,25,NA
"543",5901,3779,2025,11366,"SNR","F",26,"SOC",17.2,25,NA
"544",3895,378,59,10940,"SNR","SC",7,"soil_perC",6.3,3,NA
"545",5905,3780,2025,11366,"SNR","F",48,"SOC",26.8,25,NA
"546",3900,379,59,10940,"SNR","SC",11,"soil_perC",8.62,3,NA
"547",3905,380,59,10940,"SNR","SC",18,"soil_perC",5.5,5,NA
"548",3909,381,59,10940,"SNR","SC",30,"soil_perC",2.03,25,NA
"549",12470,3852,3902,11447,"SNR","C",23,"SOC",88.8,25,NA
"550",12472,3853,3902,11447,"SNR","C",40,"SOC",109.3,25,NA
"551",12474,3854,3902,11447,"SNR","C",43,"SOC",126,25,NA
"552",12489,3862,3905,11447,"SNR","C",35,"SOC",76.8,25,NA
"553",12491,3864,3905,11447,"C","C",0,"SOC",45.7,25,NA
"554",12493,3866,3902,11448,"PA","PA",0,"SOC",103.1,50,NA
"555",12494,3867,3902,11448,"SNR","C/PA",10,"SOC",72.3,50,NA
"556",12495,3868,3902,11448,"SNR","C/PA",19,"SOC",59.8,50,NA
"557",12496,3869,3902,11448,"SNR","C/PA",24,"SOC",66.8,50,NA
"558",12497,3870,3902,11448,"SNR","C/PA",40,"SOC",84.4,50,NA
"559",12498,3871,3902,11448,"SNR","C/PA",45,"SOC",95.7,50,NA
"560",12499,3872,3902,11448,"SNR","C/PA",52,"SOC",87.5,50,NA
"561",12504,3877,3905,11448,"C","C",0,"SOC",47.3,25,NA
"562",12505,3878,3905,11448,"PA","PA",0,"SOC",72.1,25,NA
"563",12506,3879,3905,11448,"SNR","C/PA",12,"SOC",55.5,25,NA
"564",12507,3880,3905,11448,"SNR","C/PA",36,"SOC",77.3,25,NA
"565",12508,3881,3905,11448,"SNR","C/PA",51,"SOC",90.6,25,NA
"566",12509,3882,3906,11449,"SC","SC",0,"soil_perC",5.8,20,NA
"567",12510,3883,3906,11449,"SNR","SC",5,"soil_perC",4.5,20,NA
"568",12511,3884,3906,11449,"SNR","SC",6,"soil_perC",4.9,20,NA
"569",12512,3885,3906,11449,"SNR","SC",10,"soil_perC",3.5,20,NA
"570",12513,3886,3906,11449,"SNR","SC",15,"soil_perC",4.4,20,NA
"571",12514,3887,3906,11449,"SNR","SC",20,"soil_perC",4.6,20,NA
"572",12515,3888,3906,11449,"SNR","SC",25,"soil_perC",4.9,20,NA
"573",12516,3889,3906,11449,"SNR","SC",50,"soil_perC",5.2,20,NA
"574",12517,3890,3907,11450,"SC/PA","SC/PA",0,"SOM_per",13.2,10,0.6
"575",12520,3891,3907,11450,"SNR","SC/PA",8,"SOM_per",17.1,10,0.5
"576",12523,3892,3907,11450,"SNR","PA",16,"SOM_per",12.8,10,0.6
"577",12526,3893,3907,11450,"SNR","C",31,"SOM_per",13.3,10,0.6
"578",12549,7151,7575,4581,"C","C",0,"soil_perC",0.27,20,NA
"579",12551,7153,7575,4581,"SNR","C",30,"soil_perC",0.59,20,NA
"580",12552,7154,7575,4581,"SNR","C",30,"soil_perC",0.57,20,NA
"581",12553,7155,7575,4581,"SNR","C",30,"soil_perC",0.68,20,NA
"582",12554,7156,7575,4581,"SNR","C",30,"soil_perC",0.64,20,NA
"583",12555,7157,7575,4581,"SNR","C",30,"soil_perC",0.92,20,NA
"584",3686,7158,2113,10323,"SNR","PA",16,"soil_perC",3.53,30,0.75
"585",3687,7159,2113,10323,"SNR","PA",16,"soil_perC",3.78,30,0.68
"586",3688,7160,2113,10323,"SNR","PA",18,"soil_perC",5.69,30,0.67
"587",5601,8689,3528,11293,"SC","SC",0,"SOC",9.6,5,NA
"588",12654,8709,13956,8581,"SNR","SC",40,"SOC",140.3,15,NA
"589",12665,8710,13956,8581,"SC","SC",0,"SOC",262.1,15,NA
"590",12676,8711,13957,8581,"SNR","SC",40,"SOC",41.9,15,NA
"591",12685,8712,13957,8581,"SC","SC",0,"SOC",49.9,15,NA
"592",12754,8727,2174,5599,"PA","PA",0,"SOC",35.8,20,NA
"593",12730,8727,2174,5599,"SNR","PA",5,"SOC",62.5,20,NA
"594",12755,8728,2174,5599,"PA","PA",0,"SOC",41.7,20,NA
"595",12731,8728,2174,5599,"SNR","PA",5,"SOC",59.4,20,NA
"596",12756,8729,2174,5599,"PA","PA",0,"SOC",35.3,20,NA
"597",12732,8729,2174,5599,"SNR","PA",5,"SOC",68.8,20,NA
"598",12757,8730,2174,5599,"PA","PA",0,"SOC",31.2,20,NA
"599",12733,8730,2174,5599,"SNR","PA",10,"SOC",73.3,20,NA
"600",12758,8731,2174,5599,"PA","PA",0,"SOC",24.2,20,NA
"601",12734,8731,2174,5599,"SNR","PA",10,"SOC",69.6,20,NA
"602",12759,8732,2174,5599,"PA","PA",0,"SOC",28.4,20,NA
"603",12735,8732,2174,5599,"SNR","PA",10,"SOC",70.1,20,NA
"604",12760,8733,2174,5599,"PA","PA",0,"SOC",31.9,20,NA
"605",12736,8733,2174,5599,"SNR","PA",15,"SOC",69.4,20,NA
"606",12761,8734,2174,5599,"PA","PA",0,"SOC",33.4,20,NA
"607",12737,8734,2174,5599,"SNR","PA",15,"SOC",68.6,20,NA
"608",12762,8735,2174,5599,"PA","PA",0,"SOC",36.6,20,NA
"609",12738,8735,2174,5599,"SNR","PA",15,"SOC",78.6,20,NA
"610",12763,8736,2174,5599,"PA","PA",0,"SOC",41.8,20,NA
"611",12739,8736,2174,5599,"SNR","PA",20,"SOC",92.7,20,NA
"612",12764,8737,2174,5599,"PA","PA",0,"SOC",38.5,20,NA
"613",12740,8737,2174,5599,"SNR","PA",20,"SOC",81.4,20,NA
"614",12765,8738,2174,5599,"PA","PA",0,"SOC",39.4,20,NA
"615",12741,8738,2174,5599,"SNR","PA",20,"SOC",106.8,20,NA
"616",12808,8748,226,11204,"SNR","SC",10,"SOC",29.13,20,NA
"617",12809,8749,226,11204,"SNR","SC",3,"SOC",40.64,20,NA
"618",12810,8750,209,11204,"SNR","SC",11,"SOC",39.61,20,NA
"619",12811,8751,209,11204,"SNR","SC",4,"SOC",29.95,20,NA
"620",12812,8752,209,11204,"SNR","SC",20,"SOC",48.13,20,NA
"621",12813,8753,210,11204,"SNR","SC",10,"SOC",54.6,20,NA
"622",12814,8754,210,11204,"SNR","SC",4,"SOC",51.7,20,NA
"623",12815,8755,210,11204,"SNR","SC",22,"SOC",51.2,20,NA
"624",12816,8756,212,11204,"SNR","SC",9,"SOC",36.9,20,NA
"625",12817,8757,212,11204,"SNR","SC",4,"SOC",20.5,20,NA
"626",12818,8758,212,11204,"SNR","SC",20,"SOC",32.2,20,NA
"627",12819,8759,212,11204,"SNR","SC",25,"SOC",33,20,NA
"628",12820,8760,211,11204,"SNR","SC",9,"SOC",30,20,NA
"629",12821,8761,211,11204,"SNR","SC",4,"SOC",42.5,20,NA
"630",12822,8762,211,11204,"SNR","SC",15,"SOC",45,20,NA
"631",12823,8763,3956,11204,"SNR","SC",9,"SOC",40.3,20,NA
"632",12824,8764,3956,11204,"SNR","SC",4,"SOC",58.2,20,NA
"633",12825,8765,3956,11204,"SNR","SC",15,"SOC",60.8,20,NA
"634",12826,8766,3957,11204,"SNR","SC",9,"SOC",35.9,20,NA
"635",12827,8767,3957,11204,"SNR","SC",4,"SOC",31.2,20,NA
"636",12828,8768,3957,11204,"SNR","SC",15,"SOC",36.4,20,NA
"637",12833,8769,243,3452,"SNR","PA/H",80,"soil_perC",3.8,10,NA
"638",12854,8775,410,7216,"PA","PA",0,"soil_perC",13.09,10,NA
"639",12851,8776,412,7216,"PA","PA",0,"soil_perC",6.97,10,NA
"640",12848,8777,13970,7216,"PA","PA",0,"soil_perC",10.46,10,NA
"641",12845,8778,13969,7216,"PA","PA",0,"soil_perC",11.58,10,NA
"642",12859,8779,2259,9643,"SNR","SC",40,"SOC",22.4,5,NA
"643",12913,8808,13972,6214,"SNR","C",0,"soil_perC",1.49,40,1.6
"644",12927,8813,13976,11503,"SNR","D",10,"SOC",29.8,10,NA
"645",12928,8814,13976,11503,"SNR","D",25,"SOC",32,10,NA
"646",12929,8814,13976,11503,"SNR","D",33,"SOC",32,10,NA
"647",12950,9145,3793,11282,"SNR","D",12,"SOC",37.7,30,NA
"648",12951,9146,3793,11282,"SNR","D",32,"SOC",42.4,30,NA
"649",12952,9147,3793,11282,"SNR","D",32,"SOC",38.3,30,NA
"650",12953,9148,3793,11282,"SNR","D",53,"SOC",40.7,30,NA
"651",12954,9149,3793,11282,"SNR","D",54,"SOC",43.8,30,NA
"652",12955,9150,3793,11282,"SNR","D",72,"SOC",37.3,30,NA
"653",12956,9151,3793,11282,"SNR","D",96,"SOC",42.7,30,NA
"654",5602,9152,3528,11293,"SNR","SC",1,"SOC",13,5,NA
"655",5605,9153,3528,11293,"SNR","SC",2,"SOC",10.1,5,NA
"656",5608,9154,3528,11293,"SNR","SC",5,"SOC",13.6,5,NA
"657",5611,9155,3528,11293,"SNR","SC",10,"SOC",12.6,5,NA
"658",5614,9156,3528,11293,"SNR","SC",15,"SOC",17.4,5,NA
"659",5617,9157,3528,11293,"SNR","SC",18,"SOC",20.3,5,NA
"660",5620,9158,3528,11293,"SNR","SC",40,"SOC",12.1,5,NA
"661",13078,9203,2161,2416,"SNR","C",63,"soil_perC",7.63,10,0.94
"662",13085,9205,2161,2416,"SNR","C",14,"soil_perC",1.08,27,1.22
"663",13087,9206,2161,2416,"SNR","C",63,"soil_perC",3.21,35,1.15
"664",13090,9207,2161,2416,"SNR","C",39,"soil_perC",1.97,25,1
"665",13092,9208,2161,2416,"SNR","C",14,"soil_perC",0.9,30,1.25
"666",13094,9209,2241,2963,"H","H",0,"SOC",29.3,30,NA
"667",13096,9209,2241,2963,"SNR","H",10,"SOC",28.9,30,NA
"668",13097,9209,2241,2963,"SNR","H",15,"SOC",28.5,30,NA
"669",13095,9209,2241,2963,"SNR","H",5,"SOC",28.7,30,NA
"670",13098,9210,2241,2963,"H","H",0,"SOC",26.2,30,NA
"671",13100,9210,2241,2963,"SNR","H",10,"SOC",30.1,30,NA
"672",13101,9210,2241,2963,"SNR","H",15,"SOC",24.9,30,NA
"673",13099,9210,2241,2963,"SNR","H",5,"SOC",29.9,30,NA
"674",13102,9211,2242,2963,"H","H",0,"SOC",29,30,NA
"675",13104,9211,2242,2963,"SNR","H",10,"SOC",31.3,30,NA
"676",13105,9211,2242,2963,"SNR","H",15,"SOC",33.5,30,NA
"677",13103,9211,2242,2963,"SNR","H",5,"SOC",33,30,NA
"678",13106,9212,2242,2963,"H","H",0,"SOC",26.9,30,NA
"679",13108,9212,2242,2963,"SNR","H",10,"SOC",31.4,30,NA
"680",13109,9212,2242,2963,"SNR","H",15,"SOC",31.7,30,NA
"681",13107,9212,2242,2963,"SNR","H",5,"SOC",31.2,30,NA
"682",13110,9213,2243,2963,"H","H",0,"SOC",41.8,30,NA
"683",13112,9213,2243,2963,"SNR","H",10,"SOC",50.2,30,NA
"684",13113,9213,2243,2963,"SNR","H",15,"SOC",70,30,NA
"685",13111,9213,2243,2963,"SNR","H",5,"SOC",43.5,30,NA
"686",13114,9214,2243,2963,"H","H",0,"SOC",40.5,30,NA
"687",13116,9214,2243,2963,"SNR","H",10,"SOC",51.9,30,NA
"688",13117,9214,2243,2963,"SNR","H",15,"SOC",56.4,30,NA
"689",13115,9214,2243,2963,"SNR","H",5,"SOC",42.8,30,NA
"690",13154,9215,13978,3217,"SNR","C",55,"soil_perC",3.26,20,1.12
"691",13157,9216,13979,3217,"SNR","C",95,"soil_perC",3.26,20,1.12
"692",13225,9279,2229,3871,"SNR","",35,"SOC",62.8,10,NA
"693",13233,9280,2229,3871,"SNR","",50,"SOC",67.1,10,NA
"694",13241,9281,2229,3871,"SNR","",68,"SOC",74.4,10,NA
"695",13246,9282,13978,4149,"SNR","C/PA",73,"soil_perC",6.85,20,0.85
"696",13250,9283,13978,4149,"SNR","PA",2,"soil_perC",4.24,20,1.12
"697",13254,9284,13979,4149,"SNR","C/PA",54,"soil_perC",11.52,20,0.66
"698",13258,9285,13979,4149,"SNR","PA",2,"soil_perC",7.85,20,0.92
"699",13266,9286,3826,4322,"SNR","",65,"SOC",56,10,NA
"700",13271,9287,13982,4395,"SNR","F",34,"SOC",2.2,15,NA
"701",13272,9288,2074,4457,"SNR","C",50,"soil_perC",6.87,15,0.89
"702",13315,9289,3575,4491,"SNR","H",37,"SOC",28.1,30,NA
"703",13316,9290,3575,4491,"SNR","H",40,"SOC",26.3,30,NA
"704",13317,9291,3575,4491,"SNR","H",48,"SOC",40.3,30,NA
"705",13318,9292,3575,4491,"SNR","H",58,"SOC",55.6,30,NA
"706",13319,9293,3575,4491,"SNR","H",63,"SOC",27.5,30,NA
"707",13320,9294,3575,4491,"SNR","H",64,"SOC",34.1,30,NA
"708",13321,9295,3575,4491,"SNR","H",71,"SOC",21.5,30,NA
"709",13322,9296,3575,4491,"SNR","H",74,"SOC",28.5,30,NA
"710",13323,9297,3575,4491,"SNR","H",83,"SOC",27.9,30,NA
"711",13324,9298,3575,4491,"SNR","H",85,"SOC",25.8,30,NA
"712",13325,9299,3575,4491,"SNR","H",94,"SOC",33.3,30,NA
"713",13326,9300,3575,4491,"SNR","H",99,"SOC",25.1,30,NA
"714",13339,9301,7575,4581,"SNR","C",80,"soil_perC",2.08,20,NA
"715",13340,9302,2271,4757,"SNR","C",40,"soil_perC",27.78,5,0.52
"716",13344,9303,2271,4757,"SNR","H",75,"soil_perC",17.84,7,0.67
"717",13350,9304,13986,4923,"PA","PA",0,"SOC",80.8,30,NA
"718",13349,9304,13986,4923,"SNR","PA",48,"SOC",52.9,30,NA
"719",13352,9305,13987,4923,"PA","PA",0,"SOC",84.5,30,NA
