measurement.id,plot.id,site.id,study.id,refor.type,prior,stand.age,n,sub_n,plot.size,variables.name,mean_ha,covar_1,coV1_value,covar_2,coV2_value,covar_3,coV3_value,ref
1045,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,2.44,max_depth,10,min_depth,5,bulk_density,1,study_chrono
1046,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,1.6,max_depth,20,min_depth,10,bulk_density,1.18,study_chrono
1047,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,0.96,max_depth,40,min_depth,20,bulk_density,1.15,study_chrono
1048,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,0.61,max_depth,60,min_depth,40,bulk_density,1.12,study_chrono
1049,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,0.48,max_depth,80,min_depth,60,bulk_density,1.23,study_chrono
1050,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,0.41,max_depth,100,min_depth,80,bulk_density,1.18,study_chrono
1051,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,0.37,max_depth,160,min_depth,100,bulk_density,1.2,study_chrono
1052,1768,3541,2236,SNR,PA,25,4,5,0.08,soil_perC,0.32,max_depth,200,min_depth,160,bulk_density,1.21,study_chrono
1053,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,5.57,max_depth,5,min_depth,0,bulk_density,1.06,study_chrono
1054,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,2.53,max_depth,10,min_depth,5,bulk_density,1.13,study_chrono
1055,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,1.69,max_depth,20,min_depth,10,bulk_density,1.16,study_chrono
1056,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,1.03,max_depth,40,min_depth,20,bulk_density,1.16,study_chrono
1057,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,0.83,max_depth,60,min_depth,40,bulk_density,1.18,study_chrono
1058,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,0.54,max_depth,80,min_depth,60,bulk_density,1.23,study_chrono
1059,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,0.43,max_depth,100,min_depth,80,bulk_density,1.24,study_chrono
1060,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,0.33,max_depth,160,min_depth,100,bulk_density,1.28,study_chrono
1061,1769,3732,2236,SNR,PA,21,4,5,0.08,soil_perC,0.26,max_depth,200,min_depth,160,bulk_density,1.31,study_chrono
1087,1777,3662,2382,SNR,TMC,13,3,8,0.2304,SOC,64.8,max_depth,50,min_depth,0,,,no_comp
13082,1778,2161,2416,SNR,C,39,3,10,,soil_perC,2.66,max_depth,6,min_depth,0,bulk_density,1.05,study_chrono
13083,1778,2161,2416,SNR,C,39,3,10,,soil_perC,1.78,max_depth,20,min_depth,6,bulk_density,1.07,study_chrono
1094,1779,3723,2542,PA,PA,0,3,8,0.06,soil_perC,8.32,max_depth,5,min_depth,0,bulk_density,0.7,site_ref
1095,1779,3723,2542,PA,PA,0,3,8,0.06,soil_perC,4.94,max_depth,10,min_depth,5,bulk_density,0.8,site_ref
1096,1779,3723,2542,PA,PA,0,3,8,0.06,soil_perC,2.67,max_depth,20,min_depth,10,bulk_density,1.1,site_ref
1097,1779,3723,2542,PA,PA,0,3,8,0.06,soil_perC,1.7,max_depth,30,min_depth,0,bulk_density,1.1,site_ref
1101,1780,3723,2542,SNR,PA,10,3,8,0.06,soil_perC,9.17,max_depth,5,min_depth,0,bulk_density,0.5,site_ref
1102,1780,3723,2542,SNR,PA,10,3,8,0.06,soil_perC,5.81,max_depth,10,min_depth,5,bulk_density,0.7,site_ref
1103,1780,3723,2542,SNR,PA,10,3,8,0.06,soil_perC,3.68,max_depth,20,min_depth,10,bulk_density,0.8,site_ref
1104,1780,3723,2542,SNR,PA,10,3,8,0.06,soil_perC,2.58,max_depth,30,min_depth,0,bulk_density,0.8,site_ref
1108,1781,3723,2542,SNR,PA,35,3,8,0.06,soil_perC,6.97,max_depth,5,min_depth,0,bulk_density,0.5,site_ref
1109,1781,3723,2542,SNR,PA,35,3,8,0.06,soil_perC,4.86,max_depth,10,min_depth,5,bulk_density,0.7,site_ref
1110,1781,3723,2542,SNR,PA,35,3,8,0.06,soil_perC,2.99,max_depth,20,min_depth,10,bulk_density,0.9,site_ref
1111,1781,3723,2542,SNR,PA,35,3,8,0.06,soil_perC,1.76,max_depth,30,min_depth,20,bulk_density,1,site_ref
1120,1782,3514,2735,SNR,M,22,8,4,0.001,SOM_per,0.08,max_depth,20,min_depth,0,bulk_density,1.8,no_comp
1213,1854,2241,2963,H,H,0,3,8,0.25,SOC,29,max_depth,30,min_depth,0,,,plot_change
1214,1854,2241,2963,SNR,H,5,3,9,0.25,SOC,29.1,max_depth,30,min_depth,0,,,plot_change
1215,1854,2241,2963,SNR,H,10,3,9,0.25,SOC,31.4,max_depth,30,min_depth,0,,,plot_change
1216,1854,2241,2963,SNR,H,15,3,9,0.25,SOC,26.9,max_depth,30,min_depth,0,,,plot_change
1217,1855,2242,2963,H,H,0,3,8,0.25,SOC,30,max_depth,30,min_depth,0,,,plot_change
1218,1855,2242,2963,SNR,H,5,3,9,0.25,SOC,31.4,max_depth,30,min_depth,0,,,plot_change
1219,1855,2242,2963,SNR,H,10,3,9,0.25,SOC,29.7,max_depth,30,min_depth,0,,,plot_change
1220,1855,2242,2963,SNR,H,15,3,9,0.25,SOC,31.2,max_depth,30,min_depth,0,,,plot_change
1221,1856,2243,2963,H,H,0,3,8,0.25,SOC,37.6,max_depth,30,min_depth,0,,,plot_change
1222,1856,2243,2963,SNR,H,5,3,9,0.25,SOC,43.4,max_depth,30,min_depth,0,,,plot_change
1223,1856,2243,2963,SNR,H,10,3,9,0.25,SOC,46.1,max_depth,30,min_depth,0,,,plot_change
1224,1856,2243,2963,SNR,H,15,3,9,0.25,SOC,62.1,max_depth,30,min_depth,0,,,plot_change
1264,1861,2273,3217,SNR,C,4,5,5,0.0004,soil_perC,1.41,max_depth,20,min_depth,0,bulk_density,0.91,study_chrono
1266,1861,2273,3217,SNR,C,4,5,5,0.0004,soil_perC,0.63,max_depth,40,min_depth,20,bulk_density,0.52,study_chrono
1268,1861,2273,3217,SNR,C,4,5,5,0.0004,soil_perC,0.54,max_depth,60,min_depth,40,bulk_density,0.8,study_chrono
1265,1862,2274,3217,SNR,C,23,5,5,0.0004,soil_perC,1.74,max_depth,20,min_depth,0,bulk_density,0.88,study_chrono
1267,1862,2274,3217,SNR,C,23,5,5,0.0004,soil_perC,0.85,max_depth,40,min_depth,20,bulk_density,0.8,study_chrono
1269,1862,2274,3217,SNR,C,23,5,5,0.0004,soil_perC,0.67,max_depth,60,min_depth,40,bulk_density,1.26,study_chrono
12830,1863,243,3452,SNR,PA,5,4,,0.2,soil_perC,4,max_depth,10,min_depth,0,,,site_chrono
12831,1864,243,3452,SNR,PA,12,4,,0.2,soil_perC,3.9,max_depth,10,min_depth,0,,,site_chrono
12832,1865,243,3452,SNR,PA,30,4,,0.2,soil_perC,4,max_depth,10,min_depth,0,,,site_chrono
1353,1911,3710,3646,SNR,SC/PA/H,19,3,3,0.04,SOC,27.98,max_depth,20,min_depth,0,,,no_comp
1354,1911,3710,3646,SNR,SC/PA/H,19,3,3,0.04,SOC,16.96,max_depth,40,min_depth,20,,,no_comp
1360,1913,3767,3748,SNR,SC,6,1,,0.01,soil_perC,1.72,max_depth,20,min_depth,0,bulk_density,1.1,site_chrono
1361,1914,3767,3748,SNR,SC,9,1,,0.01,soil_perC,1.57,max_depth,20,min_depth,0,bulk_density,1.3,site_chrono
1425,1915,2229,3871,SNR,,16,1,3,0.1,SOC,26.9,max_depth,10,min_depth,0,,,site_chrono
1426,1915,2229,3871,SNR,,16,1,3,0.1,SOC,14,max_depth,20,min_depth,10,,,site_chrono
1427,1915,2229,3871,SNR,,16,1,3,0.1,SOC,15.7,max_depth,40,min_depth,20,,,site_chrono
1428,1915,2229,3871,SNR,,16,1,3,0.1,SOC,9.5,max_depth,70,min_depth,40,,,site_chrono
1433,1917,3140,4045,C,C,0,1,3,,soil_perC,0.752,max_depth,10,min_depth,0,bulk_density,1.43,site_ref
1436,1917,3140,4045,SNR,C,15,1,3,,soil_perC,0.86,max_depth,10,min_depth,0,bulk_density,1.29,site_ref
1434,1917,3140,4045,C,C,0,1,3,,soil_perC,0.73,max_depth,20,min_depth,10,bulk_density,1.55,site_ref
1437,1917,3140,4045,SNR,C,15,1,3,,soil_perC,0.647,max_depth,20,min_depth,10,bulk_density,1.39,site_ref
1435,1917,3140,4045,C,C,0,1,3,,soil_perC,0.215,max_depth,40,min_depth,20,bulk_density,1.6,site_ref
1438,1917,3140,4045,SNR,C,15,1,3,,soil_perC,0.156,max_depth,40,min_depth,20,bulk_density,1.54,site_ref
1442,1918,3538,4149,SNR,C/PA,27,4,2,0.00405,soil_perC,1.48,max_depth,20,min_depth,0,bulk_density,1.16,site_chrono
1443,1918,3538,4149,SNR,C/PA,27,4,2,0.00405,soil_perC,1.15,max_depth,40,min_depth,20,bulk_density,1.33,site_chrono
1444,1918,3538,4149,SNR,C/PA,27,4,2,0.00405,soil_perC,1.19,max_depth,60,min_depth,40,bulk_density,1.32,site_chrono
1446,1919,3538,4149,SNR,PA,2,4,2,0.00405,soil_perC,1.46,max_depth,20,min_depth,0,bulk_density,1.22,site_chrono
1447,1919,3538,4149,SNR,PA,2,4,2,0.00405,soil_perC,1.48,max_depth,40,min_depth,20,bulk_density,1.35,site_chrono
1448,1919,3538,4149,SNR,PA,2,4,2,0.00405,soil_perC,1.04,max_depth,60,min_depth,40,bulk_density,1.4,site_chrono
1479,1929,3826,4322,SNR,,25,3,3,0.04,SOC,20.1,max_depth,10,min_depth,0,,,site_chrono
1480,1929,3826,4322,SNR,,25,3,3,0.04,SOC,17.2,max_depth,20,min_depth,10,,,site_chrono
1481,1929,3826,4322,SNR,,25,3,3,0.04,SOC,18.1,max_depth,40,min_depth,20,,,site_chrono
1506,1930,2090,4395,SNR,F,2,9,2,0.0314,SOC,2.1,max_depth,15,min_depth,0,,,study_chrono
1508,1932,2092,4395,SNR,F,6,9,2,0.0314,SOC,3.2,max_depth,15,min_depth,0,,,study_chrono
1510,1934,2094,4395,SNR,F,7,9,2,0.0314,SOC,3,max_depth,15,min_depth,0,,,study_chrono
1512,1936,2096,4395,SNR,F,11,9,2,0.0314,SOC,2,max_depth,15,min_depth,0,,,study_chrono
1514,1938,2098,4395,SNR,F,23,9,2,0.0314,SOC,3,max_depth,15,min_depth,0,,,study_chrono
1516,1940,2100,4395,SNR,F,30,9,2,0.0314,SOC,2.2,max_depth,15,min_depth,0,,,study_chrono
1520,1942,397,4404,SC,SC,0,3,5,0.4,soil_perC,5.1,max_depth,40,min_depth,0,,,site_ref
1545,1943,2074,4457,C,C,0,3,7,0.02,soil_perC,1.49,max_depth,15,min_depth,0,bulk_density,1.21,site_ref
1546,1944,2074,4457,SNR,C,8,3,7,0.02,soil_perC,2.4,max_depth,15,min_depth,0,bulk_density,1.21,site_ref
1547,1945,2074,4457,SNR,C,18,3,7,0.02,soil_perC,3.44,max_depth,15,min_depth,0,bulk_density,1.17,site_ref
1574,1950,3575,4491,SNR,H,9,3,1,0.02,SOC,72.9,max_depth,30,min_depth,0,,,site_chrono
1575,1951,3575,4491,SNR,H,12,3,1,0.02,SOC,37.3,max_depth,30,min_depth,0,,,site_chrono
1576,1952,3575,4491,SNR,H,14,3,1,0.02,SOC,56.1,max_depth,30,min_depth,0,,,site_chrono
1577,1953,3575,4491,SNR,H,21,3,1,0.02,SOC,37.1,max_depth,30,min_depth,0,,,site_chrono
1578,1954,3575,4491,SNR,H,26,3,1,0.02,SOC,29.9,max_depth,30,min_depth,0,,,site_chrono
1579,1955,3575,4491,SNR,H,31,3,1,0.02,SOC,37.5,max_depth,30,min_depth,0,,,site_chrono
1706,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,3.44,max_depth,6,min_depth,0,bulk_density,0.7,site_ref
1707,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,1.37,max_depth,28,min_depth,6,bulk_density,0.8,site_ref
1708,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,0.51,max_depth,54,min_depth,28,bulk_density,0.69,site_ref
1709,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,0.29,max_depth,85,min_depth,54,bulk_density,0.71,site_ref
1710,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,0.23,max_depth,120,min_depth,85,bulk_density,0.77,site_ref
1711,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,0.13,max_depth,140,min_depth,120,bulk_density,0.9,site_ref
1712,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,0.14,max_depth,180,min_depth,140,bulk_density,0.87,site_ref
1713,1964,2271,4757,SNR,C,30,1,1,0.0001,soil_perC,0.23,max_depth,200,min_depth,180,bulk_density,0.66,site_ref
1714,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.72,max_depth,10,min_depth,0,bulk_density,1.03,site_ref
1715,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.72,max_depth,18,min_depth,10,bulk_density,1.01,site_ref
1716,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.29,max_depth,30,min_depth,18,bulk_density,1.07,site_ref
1717,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.11,max_depth,54,min_depth,30,bulk_density,1.07,site_ref
1718,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.14,max_depth,100,min_depth,54,bulk_density,1.04,site_ref
1719,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.22,max_depth,127,min_depth,100,bulk_density,0.96,site_ref
1720,1965,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.12,max_depth,150,min_depth,127,bulk_density,0.95,site_ref
1721,1966,2271,4757,SNR,C,15,1,1,0.0001,soil_perC,0.8,max_depth,4,min_depth,0,bulk_density,0.92,site_ref
1722,1966,2271,4757,SNR,C,15,1,1,0.0001,soil_perC,0.53,max_depth,15,min_depth,4,bulk_density,0.94,site_ref
1723,1966,2271,4757,SNR,C,15,1,1,0.0001,soil_perC,0.85,max_depth,59,min_depth,15,bulk_density,0.93,site_ref
1724,1966,2271,4757,SNR,C,15,1,1,0.0001,soil_perC,0.37,max_depth,91,min_depth,59,bulk_density,0.96,site_ref
1725,1966,2271,4757,SNR,C,15,1,1,0.0001,soil_perC,0.04,max_depth,130,min_depth,91,bulk_density,0.76,site_ref
1726,1966,2271,4757,SNR,C,15,1,1,0.0001,soil_perC,0.05,max_depth,180,min_depth,130,bulk_density,0.86,site_ref
1727,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,8.21,max_depth,16,min_depth,0,bulk_density,0.55,site_ref
1728,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,20.04,max_depth,20,min_depth,16,bulk_density,0.44,site_ref
1729,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,10.3,max_depth,70,min_depth,20,bulk_density,0.48,site_ref
1730,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,1.94,max_depth,101,min_depth,70,bulk_density,0.75,site_ref
1731,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,2,max_depth,134,min_depth,101,bulk_density,0.68,site_ref
1732,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,2.71,max_depth,162,min_depth,134,bulk_density,0.59,site_ref
1733,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,0.36,max_depth,198,min_depth,162,bulk_density,0.68,site_ref
1734,1967,2271,4757,SNR,PA,12,1,1,0.0001,soil_perC,0.89,max_depth,226,min_depth,198,bulk_density,0.58,site_ref
1735,1968,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,8.39,max_depth,4,min_depth,0,bulk_density,0.58,site_ref
1736,1968,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,7.36,max_depth,34,min_depth,4,bulk_density,0.65,site_ref
1737,1968,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,1.89,max_depth,38,min_depth,34,bulk_density,0.64,site_ref
1738,1968,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,0.5,max_depth,110,min_depth,68,bulk_density,0.69,site_ref
1739,1968,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,0.14,max_depth,133,min_depth,110,bulk_density,0.89,site_ref
1740,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,7.34,max_depth,8,min_depth,0,bulk_density,0.69,no_comp
1741,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,7.35,max_depth,17,min_depth,8,bulk_density,0.61,no_comp
1742,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,5.19,max_depth,51,min_depth,17,bulk_density,0.55,no_comp
1743,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,2.68,max_depth,93,min_depth,51,bulk_density,0.58,no_comp
1744,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,1.72,max_depth,126,min_depth,93,bulk_density,0.71,no_comp
1745,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.62,max_depth,180,min_depth,126,bulk_density,0.67,no_comp
1746,1969,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.25,max_depth,210,min_depth,180,bulk_density,0.63,no_comp
1747,1970,2271,4757,C,C,0,1,1,0.0001,soil_perC,9.2,max_depth,10,min_depth,0,bulk_density,0.65,site_ref
1748,1970,2271,4757,C,C,0,1,1,0.0001,soil_perC,7.67,max_depth,23,min_depth,10,bulk_density,0.62,site_ref
1749,1970,2271,4757,C,C,0,1,1,0.0001,soil_perC,5.17,max_depth,40,min_depth,23,bulk_density,0.62,site_ref
1750,1970,2271,4757,C,C,0,1,1,0.0001,soil_perC,2.56,max_depth,46,min_depth,40,bulk_density,0.75,site_ref
1751,1971,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,11.03,max_depth,6,min_depth,0,bulk_density,0.65,site_ref
1752,1971,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,9.27,max_depth,17,min_depth,6,bulk_density,0.59,site_ref
1753,1971,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,4.3,max_depth,45,min_depth,17,bulk_density,0.7,site_ref
1754,1971,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,2.98,max_depth,70,min_depth,45,bulk_density,0.69,site_ref
1755,1972,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,10.99,max_depth,11,min_depth,0,bulk_density,0.58,site_ref
1756,1972,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,10.32,max_depth,24,min_depth,11,bulk_density,0.62,site_ref
1757,1972,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,7.73,max_depth,39,min_depth,24,bulk_density,0.62,site_ref
1758,1972,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,4.33,max_depth,63,min_depth,39,bulk_density,0.65,site_ref
1759,1972,2271,4757,SNR,C,20,1,1,0.0001,soil_perC,2.46,max_depth,85,min_depth,63,bulk_density,0.67,site_ref
1760,1973,2271,4757,SNR,H,23,1,1,0.0001,soil_perC,10.82,max_depth,6,min_depth,0,bulk_density,0.58,site_chrono
1761,1973,2271,4757,SNR,H,23,1,1,0.0001,soil_perC,7.37,max_depth,27,min_depth,6,bulk_density,0.52,site_chrono
1762,1973,2271,4757,SNR,H,23,1,1,0.0001,soil_perC,2.13,max_depth,40,min_depth,27,bulk_density,0.79,site_chrono
1763,1973,2271,4757,SNR,H,23,1,1,0.0001,soil_perC,1.23,max_depth,60,min_depth,40,bulk_density,0.77,site_chrono
1764,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,7.1,max_depth,6,min_depth,0,bulk_density,0.77,site_ref
1765,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,6.9,max_depth,10,min_depth,6,bulk_density,0.7,site_ref
1766,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,6.87,max_depth,24,min_depth,10,bulk_density,0.77,site_ref
1767,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,3.47,max_depth,38,min_depth,24,bulk_density,0.79,site_ref
1768,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,1.71,max_depth,67,min_depth,38,bulk_density,0.85,site_ref
1769,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,1.13,max_depth,102,min_depth,67,bulk_density,0.64,site_ref
1770,1974,2271,4757,C,C,0,1,1,0.0001,soil_perC,0.75,max_depth,123,min_depth,102,bulk_density,0.73,site_ref
1771,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,5.86,max_depth,7.5,min_depth,0,bulk_density,0.73,site_ref
1772,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,5.09,max_depth,11,min_depth,7.5,bulk_density,0.71,site_ref
1773,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,5.04,max_depth,25,min_depth,11,bulk_density,0.79,site_ref
1774,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,2.95,max_depth,55,min_depth,25,bulk_density,0.89,site_ref
1775,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,1.38,max_depth,88,min_depth,55,bulk_density,0.77,site_ref
1776,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,1.26,max_depth,103,min_depth,88,bulk_density,0.82,site_ref
1777,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,1.11,max_depth,140,min_depth,103,bulk_density,0.83,site_ref
1778,1975,2271,4757,SNR,C,12,1,1,0.0001,soil_perC,1.01,max_depth,160,min_depth,140,bulk_density,0.99,site_ref
1779,1976,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,5.08,max_depth,3,min_depth,0,bulk_density,0.72,no_comp
1780,1976,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,4.99,max_depth,10,min_depth,3,bulk_density,0.76,no_comp
1781,1976,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,4.06,max_depth,35,min_depth,10,bulk_density,0.69,no_comp
1782,1976,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,2.83,max_depth,60,min_depth,35,bulk_density,0.71,no_comp
1783,1976,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,1.54,max_depth,81,min_depth,60,bulk_density,0.77,no_comp
1784,1976,2271,4757,PA,PA,0,1,1,0.0001,soil_perC,0.86,max_depth,100,min_depth,81,bulk_density,0.76,no_comp
1785,1977,3572,4772,SNR,SC,15,5,3,0.0001,SOC,11.96,max_depth,10,min_depth,0,,,site_ref
1786,1977,3572,4772,SNR,SC,15,5,3,0.0001,SOC,10.15,max_depth,20,min_depth,10,,,site_ref
1787,1977,3572,4772,SNR,SC,15,5,3,0.0001,SOC,9.16,max_depth,30,min_depth,20,,,site_ref
1788,1977,3572,4772,SNR,SC,15,5,3,0.0001,SOC,8.92,max_depth,40,min_depth,30,,,site_ref
1789,1978,3572,4772,C,C,0,5,3,0.0001,SOC,8.17,max_depth,10,min_depth,0,,,site_ref
1790,1978,3572,4772,C,C,0,5,3,0.0001,SOC,7.38,max_depth,20,min_depth,10,,,site_ref
1791,1978,3572,4772,C,C,0,5,3,0.0001,SOC,6.47,max_depth,30,min_depth,20,,,site_ref
1792,1978,3572,4772,C,C,0,5,3,0.0001,SOC,5.98,max_depth,40,min_depth,30,,,site_ref
1813,1981,3677,4833,SNR,F,10,10,9,0.04,soil_perC,1.28,max_depth,10,min_depth,0,,,no_comp
1814,1981,3677,4833,SNR,F,10,10,9,0.04,soil_perC,1.01,max_depth,20,min_depth,10,,,no_comp
1815,1981,3677,4833,SNR,F,10,10,9,0.04,soil_perC,0.81,max_depth,30,min_depth,20,,,no_comp
1822,1982,3529,4869,SNR,C,13,4,3,0.01,soil_perC,0.63,max_depth,20,min_depth,0,,,no_comp
1824,1983,2319,4923,SNR,PA,23,2,3,0.053,SOC,103.6,max_depth,30,min_depth,0,,,site_ref
1825,1983,2319,4923,PA,PA,0,2,3,0.053,SOC,115.7,max_depth,30,min_depth,0,,,site_ref
1826,1984,2320,4923,SNR,PA,28,2,3,0.053,SOC,67.5,max_depth,30,min_depth,0,,,site_ref
1827,1984,2320,4923,PA,PA,0,2,3,0.053,SOC,99.4,max_depth,30,min_depth,0,,,site_ref
1828,1985,2320,4923,SNR,C,15,2,3,0.053,SOC,47.6,max_depth,30,min_depth,0,,,site_ref
1829,1985,2320,4923,C,C,0,2,3,0.053,SOC,31.1,max_depth,30,min_depth,0,,,site_ref
1830,1986,2320,4923,SNR,C,25,2,3,0.053,SOC,89,max_depth,30,min_depth,0,,,site_ref
1831,1986,2320,4923,C,C,0,2,3,0.053,SOC,53.3,max_depth,30,min_depth,0,,,site_ref
1832,1987,2320,4923,SNR,C,11,2,3,0.053,SOC,102,max_depth,30,min_depth,0,,,site_ref
1833,1987,2320,4923,C,C,0,2,3,0.053,SOC,98.3,max_depth,30,min_depth,0,,,site_ref
1834,1988,2320,4923,SNR,C,30,2,3,0.053,SOC,92.7,max_depth,30,min_depth,0,,,site_ref
1835,1988,2320,4923,C,C,0,2,3,0.053,SOC,76.6,max_depth,30,min_depth,0,,,site_ref
1836,1989,2320,4923,SNR,C,15,2,3,0.053,SOC,74.7,max_depth,30,min_depth,0,,,site_ref
1837,1989,2320,4923,C,C,0,2,3,0.053,SOC,57.7,max_depth,30,min_depth,0,,,site_ref
1838,1999,2320,4923,SNR,C,15,2,3,0.053,SOC,29.5,max_depth,30,min_depth,0,,,site_ref
1839,1999,2320,4923,C,C,0,2,3,0.053,SOC,41.1,max_depth,30,min_depth,0,,,site_ref
1850,2000,3508,5152,SNR,PA/H,5,8,4,0.04,SOC,62.8,max_depth,10,min_depth,0,,,site_chrono
1851,2000,3508,5152,SNR,PA/H,5,8,4,0.04,SOC,50,max_depth,20,min_depth,10,,,site_chrono
1852,2000,3508,5152,SNR,PA/H,5,8,4,0.04,SOC,18.5,max_depth,30,min_depth,20,,,site_chrono
1854,2001,3508,5152,SNR,PA/H,3,8,4,0.04,SOC,41.8,max_depth,10,min_depth,0,,,site_chrono
1855,2001,3508,5152,SNR,PA/H,3,8,4,0.04,SOC,38,max_depth,20,min_depth,10,,,site_chrono
1856,2001,3508,5152,SNR,PA/H,3,8,4,0.04,SOC,12.9,max_depth,30,min_depth,20,,,site_chrono
1899,2029,2164,5278,PA,PA,0,1,4,0.2,SOC,24.82,max_depth,10,min_depth,0,,,site_ref
1902,2029,2164,5278,PA,PA,0,1,4,0.2,SOC,22.14,max_depth,20,min_depth,10,,,site_ref
1900,2030,2164,5278,SNR,PA,7,1,4,0.2,SOC,26.06,max_depth,10,min_depth,0,,,site_ref
1903,2030,2164,5278,SNR,PA,7,1,4,0.2,SOC,21.78,max_depth,20,min_depth,10,,,site_ref
1901,2031,2164,5278,SNR,PA,13,1,4,0.2,SOC,27.51,max_depth,10,min_depth,0,,,site_ref
1904,2031,2164,5278,SNR,PA,13,1,4,0.2,SOC,22.29,max_depth,20,min_depth,10,,,site_ref
1909,2032,2254,5317,SNR,C/PA,8,3,1,,soil_perC,4.19,max_depth,10,min_depth,0,bulk_density,1.05,study_ref
1910,2032,2254,5317,SNR,C/PA,8,3,1,,soil_perC,3.91,max_depth,20,min_depth,10,bulk_density,1.05,study_ref
1911,2032,2254,5317,SNR,C/PA,8,3,1,,soil_perC,3.15,max_depth,30,min_depth,20,bulk_density,1.25,study_ref
1912,2032,2254,5317,SNR,C/PA,8,3,1,,soil_perC,1.99,max_depth,55,min_depth,30,bulk_density,1.2,study_ref
1913,2032,2254,5317,SNR,C/PA,8,3,1,,soil_perC,1.24,max_depth,75,min_depth,55,bulk_density,1.2,study_ref
