checked,study.id,IPCC ,Soil,citations.author,citations.year,Code2,Count,citations.journal,citations.title,Entered,citations.notes,data remaining,ForCdb,Poorter,Bonner
,7948,0,0,Eaton,2006,yes,1,FOREST ECOLOGY AND MANAGEMENT232:46-55,Woody debris stocks and fluxes during succession,4/16/2018,,,,,
SCC,7995,1,0,Hiratsuka,2006,yes,1,JARQ 40:277-282,"Biomass recovery of naturally regenerated vegetation after the 1998 forest fire in East Kalimantan, Indonesia",4/16/2018,only 5 yrs data,,,,
SCC,8082,1,0,Jepsen,2006,yes,1,FOREST ECOLOGY AND MANAGEMENT 225:287-295,"Above-ground carbon stocks in tropical fallows, Sarawak, Malaysia",9/21/2017,"N is unclear, so divided evenly across ages",,1,,
SCC,8167,0,1,Thuille,2006,yes,1,GLOBAL CHANGE BIOLOGY 12:325-342,Carbon dynamics in successional and afforested spruce stands in Thuringia and the Alps,4/16/2018,,">35 years, MP",,,
,8254,0,0,Sigurdsson,2005,yes,1,ANNALS OF FOREST SCIENCE62:881-888,Biomass and composition of understory vegetation and the forest floor carbon stock across Siberian larch and mountain birch chronosequences in Iceland,4/25/2018,,,,,
SCC,8257,2,0,Ruiz,2005,yes,1,BIOTROPICA 37:520-530  ,"Vegetation structure, composition, and species richness across a 56-year chronosequence of dry tropical forest on Providencia island, Colombia",8/3/2017,Pulled data from Poorter which does not appear to match ages etc,,,1,
SCC,8304,0,1,Blouin,2005,yes,1,CANADIAN JOURNAL OF SOILSCIENCE 85:681-691,Mechanical disturbance impacts on soil properties and lodgepole pine growth in British Columbia's central interior,4/16/2018,Only pulled data for naturally regenerating stands (not landings),,,,
SCC,8366,2,0,Neeff,2005,yes,1,FOREST ECOLOGY AND MANAGEMENT 216:270-282,A growth model for secondary forest in Central Amazonia,4/16/2018,,,,,
SCC,8376,2,0,Gehring,2005,yes,1,JOURNAL OF TROPICAL ECOLOGY 21:519-527,Resilience of secondary forest regrowth after slash-and-burn agriculture in central Amazonia,9/15/2017,,,1,,1
SCC,8429,0,1,Zheng,2005,yes,1,LAND DEGRADATION & DEVELOPMENT 16:387-396,How different reforestation approaches affect red soil properties in southern China,4/16/2018,"soil only, MP, SNR",plantations,,,
SCC,8474,0,1,Bautista-Cruz,2005,yes,1,SOIL SCIENCE SOCIETY OFAMERICAJOURNAL 69:906-914,Soil changes during secondary succession in a tropical montane cloud forest area,4/16/2018,,,,,
SCC,8553,0,1,Li,2005,yes,1,GLOBAL CHANGE BIOLOGY 11:239-248,Comparing soil organic carbon dynamics in plantation and secondary forest in wet tropics in Puerto Rico,4/16/2018,soil only,plantation,,,
SCC,8581,2,1,Monreal,2005,yes,1,CANADIAN JOURNAL OF SOILSCIENCE 85:523-530,A method for measuring above- and below-ground C stocks in hillside landscapes,4/16/2018,"""altered secondary forest"" means?",,,,
SCC,8587,1,0,Lawrence,2005,yes,1,ECOLOGY 86:26-33  ,Biomass accumulation after 10-200 years of shifting cultivation in bornean rain forest,4/16/2018,"data are in appendix, density from Lawrence 2004",,1,,1
SCC,8739,2,0,Davidson,2004,yes,1,ECOLOGICAL APPLICATIONS 14:S150-S163 ,Nitrogen and phosphorus limitation of biomass growth in a tropical secondary forest,9/15/2017,"An experiment & repeat measure, opted to record data for control over three years",,1,,
SCC,8740,0,1,Feldpausch,2004,yes,1,ECOLOGICAL APPLICATIONS 14:S164-S176 ,Carbon and nutrient accumulation in secondary forests regenerating on pastures in central Amazonia,9/21/2017,"Extracted soil only, biomass data duplicated in Feldpausch 2007",,1,,1
SCC,8742,2,1,Markewitz,2004,yes,1,ECOLOGICAL APPLICATIONS 14:S177-S199 ,Nutrient loss and redistribution after forest clearing on a highly weathered soil in Amazonia,4/16/2018,,,,,
SCC,8782,0,1,DeGryze,2004,yes,1,GLOBAL CHANGE BIOLOGY 10:1120-1132,Soil organic carbon pool changes following land-use conversions,4/16/2018,soil only,MP,,,
SCC,8847,0,1,Salimon,2004,yes,1,GLOBAL CHANGE BIOLOGY 10:833-843,CO2 flux from soil in pastures and forests in southwestern Amazonia,4/16/2018,,,,,
SL,8870,0,0,White,2004,yes,1,FOREST ECOLOGY AND MANAGEMENT191:121-127,Biomass accumulation and soil nitrogen availability in an 87-year-old Populus grandidentata chronosequence,4/17/2018,In Anderson 2006 meta-analysis,,1,,
SCC,8872,0,1,Kelliher,2004,yes,1,FOREST ECOLOGY AND MANAGEMENT 191:201-213,Limitations to carbon mineralization in litter and mineral soil of young and old ponderosa pine forests,4/18/2018,soil only,,,,
SCC,8873,0,1,Rab,2004,yes,1,FOREST ECOLOGY AND MANAGEMENT191:329-340,"Recovery of soil physical properties from compaction and soil profile disturbance caused by logging of native forest in Victorian Central Highlands, Australia",4/18/2018,did not extract data from snig tracks (too specific a case),,,,
,8882,0,0,Campo,2004,yes,1,ECOSYSTEMS 7:311-319  ,"Effects of nutrient limitation on aboveground carbon dynamics during tropical dry forest regeneration in Yucatan, Mexico",4/18/2018,"litter only, tree biomass for basal area",,,,
SCC,8898,1,0,Thenkabail,2004,yes,1,REMOTE SENSING OF ENVIRONMENT 90:23-43,"Hyperion, IKONOS, ALI, and ETM plus sensors in the study of African rainforests",4/18/2018,did not include mature secondary or mixed secondary forest (vague forest age),,,,
SCC,8964,0,1,Yang,2004,yes,1,JOURNAL OF ENVIRONMENTAL SCIENCES 16:256-261,Long-term impacts of land-use change on dynamics of tropical soil carbon and nitrogen pools,4/18/2018,"soil only, SNR, TMC",,,,
SCC,8989,0,1,Chen,2003,yes,1,FOREST ECOLOGY AND MANAGEMENT186:197-206,Change in soil carbon and nutrient storage after human disturbance of a primary Korean pine forest in Northeast China,4/18/2018,"SNR, MP",,,,
SL,8996,2,0,Pena-Claros,2003,yes,1,BIOTROPICA 35:450-461  ,Changes in forest structure and species composition during secondary forest succession in the Bolivian Amazon,8/2/2017,"Density pulled from figure, but seem high. Based on transect data.",,,1,
SCC,9017,0,1,O'Brien,2003,yes,1,FOREST ECOLOGY AND MANAGEMENT 185:249-261,Stability of soil organic matter in Eucalyptus regnans forests and Pinus radiata plantations in south eastern Australia,4/18/2018,assuming the Pinus radiata forests are planted,,,,
SL,9020,2,0,Vieira,2003,yes,1,REMOTE SENSING OF ENVIRONMENT87:470-481,Classifying successional forests using Landsat spectral properties and ecological characteristics in eastern Amazonia,8/2/2017,Many more plots in Poorter 2016 than original; also original has data on mature upland forest and igapo forest which I added (note height is max height),,,1,
SCC,9111,0,0,Jaramillo,2003,yes,1,JOURNAL OF TROPICAL ECOLOGY19:457-464,Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture,4/18/2018,aboveground data and soil in Hughes 1999/2000,,,,
SCC,9199,0,1,Frizano,2003,yes,1,BIOTROPICA 35:2-11  ,"Labile phosphorus in soils of forest fallows and primary forest in the Bragantina region, Brazil",4/18/2018,soil only,,,,
SCC,9210,0,1,Behera,2003,yes,1,FOREST ECOLOGY AND MANAGEMENT 174:1-11,Soil microbial biomass and activity in response to Eucalyptus plantation and natural regeneration on tropical soil,4/18/2018,,,,,
SL,9222,0,0,Litton,2003,yes,1,CANADIAN JOURNAL OF FORESTRESEARCH-REVUECANADIENNEDERECHERCHEFORESTIERE33:351-363,Belowground and aboveground biomass in young postfire lodgepole pine forests of contrasting tree density,4/18/2018,can't highlight this one!,may duplicate data in Litton 2004,,,
SL,9224,2,0,Read,2003,yes,1,ECOLOGICAL APPLICATIONS 13:85-97 ,Recovery of biomass following shifting cultivation in dry tropical forests of the Yucatan,9/15/2017,"""most sites probably subjected to periodic thinning"", Included palm with trees and excluded lianas",,1,,
SCC,9362,0,1,Lawrence,2002,yes,1,INTERCIENCIA 27:400-408,"Changes in forest biomass, litter dynamics and soils following shifting cultivation in southern Mexico: An overview",4/20/2018,,,,,
SL,9387,0,0,Carmona,2002,yes,1,FOREST ECOLOGY AND MANAGEMENT164:265-275,"Coarse woody debris biomass in successional and primary temperate forests in Chiloe Island, Chile",4/20/2018,,,,,
SL,9395,2,0,Fehse,2002,yes,1,FOREST ECOLOGY AND MANAGEMENT163:9-25,High altitude tropical secondary forests: a competitive carbon sink?,4/20/2018,"Variable plot size, took average",,1,,
SCC,9396,2,0,Schroth,2002,yes,1,FOREST ECOLOGY AND MANAGEMENT 163:131-150,"Conversion of secondary forest into agroforestry and monoculture plantations in Amazonia: consequences for biomass, litter and soil carbon stocks after 7 years",4/20/2018,"did not collect soil data, for a 3 year fallow and no reference",,,,
SCC,9458,1,0,Manlay,2002,yes,1,AGRICULTURE ECOSYSTEMS & ENVIRONMENT 88:215-232,"Carbon, nitrogen and phosphorus allocation in agro-ecosystems of a West African savanna I. The plant component under semi-permanent cultivation",4/20/2018,,,,,
SL,9484,0,0,Janisch,2002,yes,1,TREE PHYSIOLOGY 22:77-89 ,Successional changes in live and dead wood carbon stores: implications for net ecosystem productivity,4/20/2018,In Anderson 2006 meta-analysis,,1,,
SL,9525,2,0,Kennard,2002,yes,1,JOURNAL OF TROPICAL ECOLOGY18:53-66,Secondary forest succession in a tropical dry forest: patterns of development across a 50-year chronosequence in lowland Bolivia,8/4/2017,In Poorter 2016,,,1,
SL,9567,2,0,Zarin,2001,yes,1,ECOSYSTEMS 4:658-668  ,Potential biomass accumulation in Amazonian regrowth forests,8/11/2017,"In Anderson 2006, Anderson-Teixeira 2016 pulled unpublished data and Denich data only??",,1,,
SCC,9643,2,1,Johnson,2001,yes,1,FOREST ECOLOGY AND MANAGEMENT 147:245-252,Carbon and nutrient storage in primary and secondary forests in eastern Amazonia,4/20/2018,"convert Vieira 1996 and Salomao 1994 basal area data to biomass, neither of those studies show up in my current literature so no duplication concerns",,,,
,9665,0,0,Simard,2001,yes,1,CANADIAN JOURNAL OF SOILSCIENCE81:229-237,Impacts of clearcut harvesting and wildfire on soil nutrient status in the Quebec boreal forest,4/25/2018,,,,,
SCC,9783,2,0,Aide,2000,yes,1,RESTORATION ECOLOGY 8:328-338 ,Forest regeneration in a chronosequence of tropical abandoned pastures: Implications for restoration ecology,6/23/2017,"Plot size a weighted average, Included Poorter 2016 data (Luquillo & Carite) though they do not align perfectly with original data (Fig 3), added Utuado & Ciales",,,*,
SCC,9813,0,1,Giese,2000,yes,1,ECOLOGICAL ENGINEERING 15:S157-S170 ,Spatial and temporal patterns of carbon storage and species richness in three South Carolina coastal plain riparian forests,4/21/2018,,,,,
SCC,9814,0,1,Wigginton,2000,yes,1,ECOLOGICAL ENGINEERING 15:S141-S155 ,Soil organic matter formation and sequestration across a forested floodplain chronosequence,4/21/2018,soil only,,,,
SL,9825,2,0,Steininger,2000,yes,1,JOURNAL OF TROPICAL ECOLOGY16:689-708,Secondary forest structure and biomass following short and extended land-use in central and southern Amazonia,4/23/2018,"In Anderson 2006, Anderson-Teixeira 2016, Poorter 2016. Extracted own version here because Poorter does not capture variation in prior land use. A-T data has issues. ",,1,1,1
SCC,9835,0,1,Scott,2000,yes,1,CANADIAN JOURNAL OF FORESTRESEARCH 30:1246-1255,Carbon and nitrogen distribution and accumulation in a New Zealand scrubland ecosystem,4/23/2018,"""scrubland""",older forests,,,
SCC,9848,2,0,Salimon,2000,yes,1,INTERCIENCIA 25:198-202  ,Secondary forests in western Amazonia: Significant sinks for carbon released from deforestation?,4/23/2018,,,,,
SCC,9892,0,1,Rhoades,2000,yes,1,ECOLOGICAL APPLICATIONS 10:497-505 ,"Soil carbon differences among forest, agriculture, and secondary vegetation in lower montane Ecuador",4/23/2018,soil only SNR,,,,
SL,9898,2,0,Sorrensen,2000,yes,1,FOREST ECOLOGY AND MANAGEMENT128:11-25,Linking smallholder land use and fire activity: examining biomass burning in the Brazilian Lower Amazon,8/11/2017,In Anderson 2006 meta-analysis,,1,,
SCC,9956,0,1,Sommer,2000,yes,1,PLANT AND SOIL 219:231-241,"Carbon storage and root penetration in deep soils under small-farmer land-use systems in the Eastern Amazon region, Brazil",4/23/2018,older forest,,,,
SCC,10007,2,1,Hughes,1999,yes,1,ECOLOGY 80:1892-1907  ,"Biomass, carbon, and nutrient dynamics of secondary forests in a humid tropical region of Mexico",4/23/2018,,,1,,1
SCC,10030,2,1,de Camargo,1999,yes,1,GLOBAL CHANGE BIOLOGY 5:693-702,Soil carbon dynamics in regrowing forest of eastern Amazonia,4/23/2018,"biomass data from Nepstad, but pulled here because cannot access Nepstad",,,,
SL,10039,0,0,Li,1999,yes,1,PLANT ECOLOGY 143:13-21 ,Secondary succession in two subtropical forests,4/23/2018,"In Anderson 2006 meta-analysis, but pulled own data because it seemed wrong, did not pull soil (3 cm)",,1,,
SCC,10302,1,0,Kotto-Same,1997,yes,1,AGRICULTURE ECOSYSTEMS & ENVIRONMENT 65:245-256,Carbon dynamics in slash-and-burn agriculture and land use alternatives of the humid forest zone in Cameroon,4/23/2018,"In Palm 2005, only tree biomass discernible from the figure",,,,
SL,10314,2,0,Alves,1997,yes,1,GLOBAL CHANGE BIOLOGY 3:451-461,"Biomass of primary and secondary vegetation in Rondonia, Western Brazilian Amazon",6/23/2017,Describes light use of land prior to reforestation except for 16 year plot and 2 year plot (1-2 harvests),,1,,1
SCC,10323,0,1,Guariguata,1997,yes,1,PLANT ECOLOGY 132:107-120 ,Structure and floristics of secondary and old-growth forest stands in lowland Costa Rica,5/7/2018,"in Marin-Spiotta 2009, soil only, basal area for plant",,,,
SCC,10506,1,0,Nykvist,1996,yes,1,JOURNAL OF TROPICAL ECOLOGY 12:307-312,Regrowth of secondary vegetation after the 'Borneo fire' of 1982-1983,4/24/2018,,,1,,1
SCC,10508,1,1,Juo,1996,yes,1,PLANT AND SOIL 180:209-217,Soil properties and crop performance on a kaolinitic Alfisol after 15 years of fallow and continuous cultivation,4/24/2018,,,,,
SCC,10570,0,1,Montagnini,1995,yes,1,JOURNAL OF APPLIED ECOLOGY 32:841-856,"The potentials of 20 indigenous tree species for soil rehabilitation in the Atlantic forest region of Bahia, Brazil",4/24/2018,,,,,
SL,10589,2,0,AIDE,1995,yes,1,FOREST ECOLOGY AND MANAGEMENT 77:77-86,FOREST RECOVERY IN ABANDONED TROPICAL PASTURES IN PUERTO-RICO,9/15/2017,"Have density, but I can't see the numbers in PDF, in ForCdb",,1,,
SL,10656,0,0,USOLTSEV,1995,yes,1,SCANDINAVIAN JOURNAL OF FORESTRESEARCH10:305-312,STAND BIOMASS DYNAMICS OF PINE PLANTATIONS AND NATURAL FORESTS ON DRY STEPPE IN KAZAKHSTAN,4/24/2018,In Anderson 2006 meta-analysis,,1,,
SL,10720,0,0,CROWELL,1994,yes,1,CANADIAN JOURNAL OF FORESTRESEARCH-REVUECANADIENNEDERECHERCHEFORESTIERE24:260-271,VEGETATION DEVELOPMENT IN A HARDWOOD-FOREST CHRONOSEQUENCE IN NOVA-SCOTIA,4/24/2018,In Anderson 2006 meta-analysis,,1,,
SL,10806,0,0,MOU,1993,yes,1,JOURNAL OF APPLIED ECOLOGY30:661-675,EFFECTS OF SOIL DISTURBANCE ON VEGETATION RECOVERY AND NUTRIENT ACCUMULATION FOLLOWING WHOLE-TREE HARVEST OF A NORTHERN HARDWOOD ECOSYSTEM,4/24/2018,In Anderson 2006 meta-analysis,,1,,
SL,10809,0,0,REINERS,1992,yes,1,ECOLOGICAL MONOGRAPHS 62:503-523 ,20 YEARS OF ECOSYSTEM REORGANIZATION FOLLOWING EXPERIMENTAL DEFORESTATION AND REGROWTH SUPPRESSION,4/24/2018,In Anderson 2006 meta-analysis,,1,,
SCC,10823,2,1,Faber-Langendoen,1992,yes,1,FOREST ECOLOGY AND MANAGEMENT 53:213-244,"ECOLOGICAL CONSTRAINTS ON RAIN-FOREST MANAGEMENT AT BAJO CALIMA, WESTERN COLOMBIA",4/24/2018,,,1,,1
SCC,10851,1,0,JOHANSSON,1992,yes,1,JOURNAL OF VEGETATION SCIENCE 3:401-406,REGENERATION OF CLEARED ACACIA-ZANZIBARICA BUSHLAND IN KENYA,4/24/2018,,,,,
SCC,10854,0,1,COOK,1992,yes,1,SOIL BIOLOGY & BIOCHEMISTRY 24:585-594,DISSOLVED ORGANIC-CARBON IN OLD FIELD SOILS - TOTAL AMOUNTS AS A MEASURE OF AVAILABLE RESOURCES FOR SOIL MINERALIZATION,4/24/2018,soil only,,,,
SCC,10860,2,1,LUGO,1992,yes,1,ECOLOGICAL MONOGRAPHS 62:1-41 ,COMPARISON OF TROPICAL TREE PLANTATIONS WITH SECONDARY FORESTS OF SIMILAR AGE,4/24/2018,,,1,,
SCC,10887,2,1,CUEVAS,1991,yes,1,PLANT AND SOIL 135:257-268,ABOVEGROUND AND BELOWGROUND ORGANIC-MATTER STORAGE AND PRODUCTION IN A TROPICAL PINE PLANTATION AND A PAIRED BROADLEAF SECONDARY FOREST,4/24/2018,,,,,
SCC,10938,2,0,Junqueira,2010,yes,1,Biodivers. Conserv. 19:1933–1961,Secondary forests on anthropogenic soils conserve agrobiodiversity,8/4/2017,Anthropogenic soils are in areas associated with pre-Colombian communities,,,1,
SCC,10939,2,0,Cabral,2013,yes,1,Revista Brasileira de Geografia Fisica 6:566–574,"Estrutura espacial e biomassa da parte aérea em diferentes estádios successionais de caatinga, em Santa Terezinha, Paraíba.",8/3/2017,,,,1,
SCC,10940,2,1,Vester,1998,yes,1,Flora 193:75–97,"Tree architecture and secondary tropical rain forest development - a case study in Araracuara, Colombian Amazoni",8/1/2017,"No biomass estimates in this paper, assuming that Poorter got the original dataset",,,1,
SCC,10942,2,0,Saldarriaga,1988,yes,1,Journal of Ecology 76:938–958,"Long-term chronosequence of forest succession in the upper Rio Negro of Colombia and Venezuela. J. Ecol. 76, 938–958",8/4/2017,Also in Anderson-Teixeira 2016. Did not use Poorter 2016 because this paper used site-specific allometric and collected necromass & root biomass that Poorter excluded,,1,1,1
SCC,10943,2,0,van Breugel,2006,yes,1,Journal of Tropical Ecology 22:663–674,Community dynamics during early secondary succession in Mexican tropical rain forests,8/2/2017,"Data  inextractable from original. Years, site name etc do not match those referenced in Poorter. Putting in Poorter data here, but they may have provided incorrect citation.",,,1,
SCC,10944,2,0,van Breugel,2013,yes,1,PLoS ONE 8:e82433,Succession of ephemeral secondary forests and their limited role for the conservation of floristic diversity in a human-modified tropical landscape,8/1/2017,Extracted data from Poorter 2016 (reanalyzed),,,1,
SCC,10945,2,0,Denslow,2000,yes,1,Journal of Vegetation Science 11:201–212,"Variation in stand structure, light and seedling abundance across a tropical moist forest chronosequence, Panama",8/2/2017,"Biomass data from Poorter. Forests aged 40& 70, only one data point exists in the paper per age for basal area (22.3 and 37.896 respective) and density (1075 and 1279 respectively) so did not include values in spreadsheet. Values extracted from figure.",,,1,
SCC,10946,2,0,Dupuy,2012,yes,1,Biotropica 44:151–162 ,"Patterns and correlates of tropical dry forest structure and composition in a highly replicated chronosequence in Yucatan, Mexico",8/4/2017,"dbh is 5 because of Poorter analysis, rather than 1 in original paper",,,1,
SCC,10949,2,1,Piotto,2011,yes,1,"PhD Thesis. Yale University. Spatial dynamics of forest recovery after swidden cultivation in the Atlantic forest of southern Bahia, Brazil.",Spatial Dynamics of Forest Recovery after Swidden Cultivation in the Atlantic Forest of Southern Bahia,7/13/2017,used data from Poorter 2016 so did not pull the data on different size classes or percent standing dead,,,1,
SCC,10951,2,0,Madeira,2009,yes,1,Plant Ecol 201:291–304,Changes in tree and liana communities along a successional gradient in a tropical dry forest in south-eastern Brazil,8/3/2017,"Biomass data from Poorter, Madeira had 8 plots for older forests but Poorter only has 6. Ages do not appear to line up, but prioritized Poorter stand ages",,,1,
SCC,10965,1,0,Naughton-Treves,2001,yes,1,J Sustainable Forestry 14:19-32,Fuelwood resources and forest regeneration on Fallow Land in Uganda,4/25/2018,,,,,1
SCC,10966,0,0,Toky,1983,yes,1,Journal of Ecology 71:735–745.,"Secondary succession following slash and burn agriculture in northeastern India. 1. Biomass, litterfall and productivity.",4/25/2018,In Anderson 2006 meta-analysis,,1,,1
SCC,10968,2,1,Uhl,1984,yes,1,Ecology 65:1476–1490 ,Succession and nutrient dynamics following forest cutting and burning in Amazonia,8/11/2017,"In Anderson 2006, Anderson-Teixeira 2016",,1,,1
SCC,10969,2,0,Uhl,1988,yes,1,Journal of Ecology 76:663-681,Abandoned pastures in Eastern Amazonia. 1. Patterns of plant succession.,9/13/2017,In Anderson 2006 meta-analysis,,1,,1
SCC,10971,2,0,Vargas,2008,yes,1,Global Change Biology 14:109–124,Biomass and carbon accumulation in a fire chronosequence of a seasonally dry tropical forest,4/26/2018,Extracted data differently than ForCdb,,1,,1
SCC,10972,2,1,Cifuentes-Jara,2008,yes,1,PhD Thesis. Oregon State University,Aboveground Biomass and Ecosystem Carbon Pools in Tropical Secondary Forests Growing in Six Life Zones of Costa Rica,4/26/2018,"Extracted data separately to get plot, sites to line up",,1,,1
SCC,11064,2,0,Toledo,2006,yes,1,Biotropica 38: 161–170 ,Secondary succession and indigenous management in semideciduous forest fallows of the Amazon basin,8/4/2017,"Harvesting, weeding, implanting, maintaining useful plants, experimenting with new species and crops",,,1,
SCC,11079,0,0,McMahon,2010,yes,1,PNAS 107:3611-3615 ,Evidence for a recent increase in forest growth,4/26/2018,plot.id linked by lines within the figure to show repeat measure,,,,
SCC,11093,2,0,Crow,1980,yes,1,Biotropica 12:42-55 ,"A rainforest chronicle: a 30-year record of change in structure and composition at El Verde, Puerto Rico.",9/21/2017,Extracted data differently,,*,,
SCC,11101,0,0,Pare,1995,yes,1,Journal of Ecology 83:1001-1007,Above-ground biomass accumulation along a 230-year chronosequence in the southern portion of the Canadian boreal forest.,4/26/2018,,,1,,
SCC,11107,0,0,Sprugel,1984,yes,1,Ecological Monographs 54:165-186,"Density, biomass, productivity, and nutrient-cycling changes during stand development in wave-regenerated balsam fir forests",4/26/2018,In Anderson 2006 meta-analysis,,1,,
SCC,11110,0,0,Wang,1995,yes,1,Forest Ecology and Management 78:127-138,"Aboveground biomass and nutrient accumulation in an age sequence of aspens (Populus tremuloides) stands in the boreal white and black spruce zone, British Columbia.",4/26/2018,,,1,,
SCC,11111,2,1,Williams-Linera,1983,yes,1,Biotropica 15: 275-284 ,"Biomass and nutrient content in two successional stages of tropical wet forest in Uxpanapa, Mexico.",4/26/2018,"In Anderson 2006 meta-analysis, but pulled own data because it seemed wrong",,1,,1
SCC,11120,0,0,Frouz,2008,yes,1,European Journal of Soil Biology 44:109–121,"Interactions between soil development, vegetation and soil fauna during spontaneous succession in post mining sites",4/27/2018,couldn't line up the stocks so gave each a separate measurement.id,,,,
SCC,11149,2,0,Chazdon,2005,yes,1,Ecology 86:1808–15.  ,Effects of climate and stand age on annual tree dynamics in tropical second growth rain forests,8/4/2017,"Poorter did not extract the repeat data, unclear which year used. Did not extract density as years in original do not match Poorter; In Rozendaal 2017 but did not extract because data re to abstracted",,,1,
SCC,11166,0,1,Uri,2012,yes,1,Forest Ecology and Management 267:117-126,Biomass production and carbon sequestration in a fertile silver birch forest chronosequence,4/27/2018,"Aakre, Kooraste 2, Alatskivi are ANR not SNR",,,,
SCC,11189,2,1,Ibrahim,2006,yes,1,Agroforestería en las Américas 45:27-36,"Almacenamiento de Carbono en el suelo y la biomasa arbórea en sistemas de usos de la tierra en paisajes ganaderos de Colombia, Costa Rica y Nicaragua",7/27/2017,"in Winrock 2014, only Matiguas has SNR",,,,
SCC,11204,1,1,Palm,1999,yes,1,"In:Ericksen (ed). ASB Climate Change Working Group Final Report Phase II. Nairobi,Kenya",Carbon sequestration and trace gas emissions in slash-and-burn and alternative land-uses in the humid tropics,4/27/2018,"in Winrock 2014, assuming SW lat/long for Brazil, only pulled reference plots and natural fallow",,,,
SCC,11231,2,1,Buschbacher,1988,yes,1,Journal of Ecology 76:682-699,Abandoned pastures in eastern Amazonia II. Nutrient stocks in the soil and vegetation,4/27/2018,,,,,
SCC,11253,1,0,Bartholomew,1953,yes,1,Publications de L’Institut National Pour L'Etude Agronomique du Congo Belge 57:3-27,Mineral nutrient immobilization under forest and grass fallow in the Yangambi (Belgian Congo) region with some preliminary results on the decomposition of plant material on the forest floor,5/7/2018,published prior to 1975,,1,,
SCC,11256,2,1,Sierra,2012,yes,1,Carbon Balance and Management 7:12,Total carbon accumulation in a tropical forest landscape,9/15/2017,Extracted data differently than ForCdb; summarizes and expands data published elsewhere but not duplicated here,,1,,
SCC,11257,2,0,Schongart,2010,yes,1,"Amazonian Floodplain Forests. Ecophysiology, Biodiversity and Sustainable Management. Ecological Studies 210. ",Biomass and Net Primary Production of Central Amazonian Floodplain Forests,9/21/2017,,,1,,
SCC,11258,1,0,Aththorick,2012,yes,1,Biodiversitas 13:92-97 ,"Vegetation stands structure and aboveground biomass after the shifting cultivation practices of Karo People in Leuser Ecosystem, North Sumatra",9/21/2017,,,1,,
SCC,11269,1,0,Nygard,2004,yes,1,Forest Ecology and Management 189:77-85,Wood-fuel yields in short-rotation coppice growth in the north Sudan savanna in Burkina Faso,9/26/2017,Aboveground biomass does NOT include leaf mass,,1,,
SCC,11282,0,1,Boone,1988,yes,1,Ecology 69:714-722,Stand and soil changes along a Mountain Hemlock death and regrowth sequence,4/27/2018,"in ForCdb, but they didn't actually pull most of the data",,*,,
SCC,11293,1,1,Fukushima,2007,yes,1,Southeast Asian Studies 45:317-333,"Recovery Process of Fallow Vegetation in the Traditional Karen Swidden Cultivation System in the Bago Mountain Range, Myanmar",4/27/2018,,,1,,1
SCC,11295,0,1,Gough,2007,yes,1,Global Change Biology 13:1935-1949,The legacy of harvest and fire on ecosystem carbon storage in a north temperate forest,4/28/2018,"in ForCdb, but they didn't pull stock data",,*,,
SCC,11300,0,1,Grier,1981,yes,1,Can. J. For. Res. 11:155-167,Biomass distribution and above-and below-ground production in young and mature Abies amabilis zone ecosystems of the Washington Cascades,4/28/2018,"in ForCdb, but they didn't pull most data",,*,,
SCC,11302,0,0,Helmisaari,1995,yes,1,Plant and Soil 168/169:327-336,Nutrient cycling in Pinus sylvestris stands in eastern Finland,4/28/2018,extracted differently than ForCdb,,1,,
SCC,11305,0,1,Hooker,2003,yes,1,Ecological Applications 13:299-313,Forest ecosystem carbon and nitrogen accumulation during the first century after agricultural abandonment,5/3/2018,"re-extracted data, stand ages were incorrect in ForCdb",,1,,
SCC,11312,0,0,Kauffman,1988,yes,1,Oikos 53:167-175,Fire in the Venezuelan Amazon 1: Fuel Biomass and Fire Chemistry in the Evergreen Rainforest of Venezuela,5/3/2018,"debris only, not biomass as denoted in ForCdb",,1,,
SCC,11319,0,1,Law,2001,yes,1,Global Change Biology 7:755-777,Carbon storage and fluxes in ponderosa pine forests at different developmental stages,5/3/2018,"also pulled data from swath of pine forests with a clear forest age, giving them Y geolocation",,1,,
SCC,11321,0,1,Litton,2004,yes,1,Ecological Applications 14:460-475,Effects of tree density and stand age on carbon allocation patterns in postfire lodgepole pine,5/3/2018,,,1,,
SCC,11323,0,1,Martin,2005,yes,1,Biogeochemistry 73:149-182,"Annual soil respiration in broadleaf forests of northern Wisconsin: influence of moisture and site biological, chemical, and physical characteristics",5/3/2018,"pulled different data than ForCdb, belowground data only, basal area above",,*,,
SCC,11346,0,1,Rothstein,2004,yes,1,Can. J. For. Res. 34:1908–1918,Loss and recovery of ecosystem carbon pools following stand-replacing wildfire in Michigan jack pine forests,5/4/2018,,,1,,
SCC,11360,2,0,Uhl,1990,yes,1,Ecology 71:437-449,"Deforestation, Fire Susceptibility, and Potential Tree Responses to Fire in the Eastern Amazon",5/4/2018,,,1,,
SCC,11366,0,1,Wirth,2002,yes,1,Plant and Soil 242:41-63,Fire and site type effects on the long-term carbon and nitrogen balance in pristine Siberian Scots pine forests,5/4/2018,extracted different data than ForCdb,,*,,
SCC,11369,0,1,Yanai,2006,yes,1,Can. J. For. Res. 36:450–459,The vertical and horizontal distribution of roots in northern hardwood stands of varying age. ,5/4/2018,extracted different data than ForCdb,,*,,
