"plot.id","sites.sitename","plot.name","plot.area","establishment.ID","year.establishment.oldest.trees","regrowth.ID","regrowth.type","regrowth.year","dist.mrs.ID","distmrs.type","mortality","distmrs.yr","dist.additional.mrs.ID","prior.history.ID","dist1.ID","dist1.type","dist1.mort","dist1.year","dist2.ID","dist2.type","dist2.mort","dist2.year","additional.dist.ID","management.CO2.ID","management.temperature.ID","management.hydrology.ID","management.nutrients.ID","management.biota.ID","management.other.ID"
4262,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2824","0.15",4262.01,"NAC",4262.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4263,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2825","0.15",4263.01,"NAC",4263.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4264,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2826","0.15",4264.01,"NAC",4264.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4265,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2827","0.15",4265.01,"NAC",4265.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4266,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2828","0.15",4266.01,"NAC",4266.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4267,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2829","0.15",4267.01,"NAC",4267.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4268,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2830","0.15",4268.01,"NAC",4268.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4269,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2831","0.15",4269.01,"NAC",4269.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4270,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2832","0.15",4270.01,"NAC",4270.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4271,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2833","0.15",4271.01,"NAC",4271.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4272,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2834","0.15",4272.01,"NAC",4272.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4273,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2835","0.15",4273.01,"NAC",4273.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4274,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2836","0.15",4274.01,"NAC",4274.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4275,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2837","0.15",4275.01,"NAC",4275.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4276,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2838","0.15",4276.01,"NAC",4276.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4277,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2839","0.15",4277.01,"NAC",4277.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4278,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2840","0.15",4278.01,"NAC",4278.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4279,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2841","0.15",4279.01,"NAC",4279.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4280,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2842","0.15",4280.01,"NAC",4280.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4281,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2843","0.15",4281.01,"NAC",4281.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4282,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2844","0.15",4282.01,"NAC",4282.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4283,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2845","0.15",4283.01,"NAC",4283.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4284,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2846","0.15",4284.01,"NAC",4284.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4285,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2847","0.15",4285.01,"NAC",4285.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4286,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2848","0.15",4286.01,"NAC",4286.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4287,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2849","0.15",4287.01,"NAC",4287.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4288,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2850","0.15",4288.01,"NAC",4288.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4289,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2851","0.15",4289.01,"NAC",4289.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4290,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2852","0.15",4290.01,"NAC",4290.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4291,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2853","0.15",4291.01,"NAC",4291.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4292,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2854","0.15",4292.01,"NAC",4292.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4293,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2855","0.15",4293.01,"NAC",4293.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4294,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2856","0.15",4294.01,"NAC",4294.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4295,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2857","0.15",4295.01,"NAC",4295.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4296,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2858","0.15",4296.01,"NAC",4296.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4297,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2859","0.15",4297.01,"NAC",4297.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4298,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2860","0.15",4298.01,"NAC",4298.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4299,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2861","0.15",4299.01,"NAC",4299.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4300,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2862","0.15",4300.01,"NAC",4300.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4301,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2863","0.15",4301.01,"NAC",4301.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4302,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2864","0.15",4302.01,"NAC",4302.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4303,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2865","0.15",4303.01,"NAC",4303.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4304,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2866","0.15",4304.01,"NAC",4304.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4305,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2867","0.15",4305.01,"NAC",4305.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4306,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2868","0.15",4306.01,"NAC",4306.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4307,"Fumin Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 2869","0.15",4307.01,"NAC",4307.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4308,"Fusong Jilin","regrowth stand regenerating via spontaneous natural regeneration 3713","0.15",4308.01,"NAC",4308.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4309,"Fuxin Liaoning","regrowth stand regenerating via spontaneous natural regeneration 3475","0.15",4309.01,"NAC",4309.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4310,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3380","0.15",4310.01,"NAC",4310.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4311,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3381","0.15",4311.01,"NAC",4311.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4312,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3382","0.15",4312.01,"NAC",4312.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4313,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3383","0.15",4313.01,"NAC",4313.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4314,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3384","0.15",4314.01,"NAC",4314.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4315,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3385","0.15",4315.01,"NAC",4315.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4316,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3386","0.15",4316.01,"NAC",4316.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4317,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3387","0.15",4317.01,"NAC",4317.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4318,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3388","0.15",4318.01,"NAC",4318.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4319,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3389","0.15",4319.01,"NAC",4319.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4320,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3390","0.15",4320.01,"NAC",4320.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4321,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3391","0.15",4321.01,"NAC",4321.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4322,"Fuzhou Fujian","regrowth stand regenerating via spontaneous natural regeneration 3392","0.15",4322.01,"NAC",4322.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4323,"Gangwu Guangxi 1","regrowth stand regenerating via spontaneous natural regeneration 2072","0.15",4323.01,"NAC",4323.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4324,"Gangwu Guangxi 2","regrowth stand regenerating via spontaneous natural regeneration 2089","0.15",4324.01,"NAC",4324.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4325,"Gangwu Guangxi 3","regrowth stand regenerating via spontaneous natural regeneration 2090","0.15",4325.01,"NAC",4325.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4326,"Gangwu Guangxi 4","regrowth stand regenerating via spontaneous natural regeneration 2091","0.15",4326.01,"NAC",4326.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4327,"Gangwu Guangxi 5","regrowth stand regenerating via spontaneous natural regeneration 2244","0.15",4327.01,"NAC",4327.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4328,"Gongcheng Guangxi 1","regrowth stand regenerating via spontaneous natural regeneration 1992","0.15",4328.01,"NAC",4328.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4329,"Gongcheng Guangxi 2","regrowth stand regenerating via spontaneous natural regeneration 1993","0.15",4329.01,"NAC",4329.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4330,"Gongcheng Guangxi 3","regrowth stand regenerating via spontaneous natural regeneration 1994","0.15",4330.01,"NAC",4330.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4331,"Gongcheng Guangxi 4","regrowth stand regenerating via spontaneous natural regeneration 2000","0.15",4331.01,"NAC",4331.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4332,"Gongcheng Guangxi 5","regrowth stand regenerating via spontaneous natural regeneration 2050","0.15",4332.01,"NAC",4332.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4333,"Gongcheng Guangxi 6","regrowth stand regenerating via spontaneous natural regeneration 2051","0.15",4333.01,"NAC",4333.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4334,"Gongcheng Guangxi 7","regrowth stand regenerating via spontaneous natural regeneration 2060","0.15",4334.01,"NAC",4334.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4335,"Gongcheng Guangxi 8","regrowth stand regenerating via spontaneous natural regeneration 2061","0.15",4335.01,"NAC",4335.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4336,"Gongcheng Guangxi 9","regrowth stand regenerating via spontaneous natural regeneration 2062","0.15",4336.01,"NAC",4336.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4337,"Gongcheng Guangxi 10","regrowth stand regenerating via spontaneous natural regeneration 2085","0.15",4337.01,"NAC",4337.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4338,"Gongliu Xinjiang","regrowth stand regenerating via spontaneous natural regeneration 537","0.15",4338.01,"NAC",4338.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4339,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3415","0.15",4339.01,"NAC",4339.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4340,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3416","0.15",4340.01,"NAC",4340.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4341,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3417","0.15",4341.01,"NAC",4341.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4342,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3418","0.15",4342.01,"NAC",4342.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4343,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3419","0.15",4343.01,"NAC",4343.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4344,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3420","0.15",4344.01,"NAC",4344.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4345,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3421","0.15",4345.01,"NAC",4345.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4346,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3422","0.15",4346.01,"NAC",4346.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4347,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3423","0.15",4347.01,"NAC",4347.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4348,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3424","0.15",4348.01,"NAC",4348.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4349,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3425","0.15",4349.01,"NAC",4349.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4350,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3426","0.15",4350.01,"NAC",4350.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4351,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3427","0.15",4351.01,"NAC",4351.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4352,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3428","0.15",4352.01,"NAC",4352.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4353,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3429","0.15",4353.01,"NAC",4353.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4354,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3430","0.15",4354.01,"NAC",4354.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4355,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3431","0.15",4355.01,"NAC",4355.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4356,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3432","0.15",4356.01,"NAC",4356.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
4357,"Greater Higgnan Mountains","regrowth stand regenerating via spontaneous natural regeneration 3433","0.15",4357.01,"NAC",4357.02,"Initiation of post-disturbance cohort (planted or natural)","NAC",0,"NAC","NAC","NAC",0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0
