"history.ID","sites.sitename","plot.name","plot.area","event.sequence","date","date.loc","hist.cat","hist.type","est.regrowth.assumed.same.year","level","units","percent.mortality","hist.notes","plothistory.ID.v1","X","NEW_RECORD","GROA.site.ID","GROA.plot.ID"
6991.02,"Yiyuan Shandong ","regrowth stand regenerating via spontaneous natural regeneration 3337","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6715
6992.01,"Yongfu Guangxi ","regrowth stand regenerating via spontaneous natural regeneration 1767","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5145
6992.02,"Yongfu Guangxi ","regrowth stand regenerating via spontaneous natural regeneration 1767","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5145
6993.01,"Yongfu Guangxi 1","regrowth stand regenerating via spontaneous natural regeneration 1773","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5151
6993.02,"Yongfu Guangxi 1","regrowth stand regenerating via spontaneous natural regeneration 1773","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5151
6994.01,"Yongfu Guangxi 2","regrowth stand regenerating via spontaneous natural regeneration 1794","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5172
6994.02,"Yongfu Guangxi 2","regrowth stand regenerating via spontaneous natural regeneration 1794","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5172
6995.01,"Yongfu Guangxi 3","regrowth stand regenerating via spontaneous natural regeneration 1799","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5177
6995.02,"Yongfu Guangxi 3","regrowth stand regenerating via spontaneous natural regeneration 1799","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5177
6996.01,"Yongfu Guangxi 4","regrowth stand regenerating via spontaneous natural regeneration 1812","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5190
6996.02,"Yongfu Guangxi 4","regrowth stand regenerating via spontaneous natural regeneration 1812","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5190
6997.01,"Yongfu Guangxi 5","regrowth stand regenerating via spontaneous natural regeneration 1815","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5193
6997.02,"Yongfu Guangxi 5","regrowth stand regenerating via spontaneous natural regeneration 1815","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5193
6998.01,"Yongsheng Yunnan ","regrowth stand regenerating via spontaneous natural regeneration 739","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4116
6998.02,"Yongsheng Yunnan ","regrowth stand regenerating via spontaneous natural regeneration 739","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4116
6999.01,"Yongsheng Yunnan 1","regrowth stand regenerating via spontaneous natural regeneration 744","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4121
6999.02,"Yongsheng Yunnan 1","regrowth stand regenerating via spontaneous natural regeneration 744","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4121
7000.01,"Yongsheng Yunnan 2","regrowth stand regenerating via spontaneous natural regeneration 750","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4127
7000.02,"Yongsheng Yunnan 2","regrowth stand regenerating via spontaneous natural regeneration 750","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4127
7001.01,"Yongsheng Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 751","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4128
7001.02,"Yongsheng Yunnan 3","regrowth stand regenerating via spontaneous natural regeneration 751","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4128
7002.01,"Yongsheng Yunnan 4","regrowth stand regenerating via spontaneous natural regeneration 752","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4129
7002.02,"Yongsheng Yunnan 4","regrowth stand regenerating via spontaneous natural regeneration 752","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4129
7003.01,"Yongsheng Yunnan 5","regrowth stand regenerating via spontaneous natural regeneration 758","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4135
7003.02,"Yongsheng Yunnan 5","regrowth stand regenerating via spontaneous natural regeneration 758","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4135
7004.01,"Yongsheng Yunnan 6","regrowth stand regenerating via spontaneous natural regeneration 759","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4136
7004.02,"Yongsheng Yunnan 6","regrowth stand regenerating via spontaneous natural regeneration 759","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4136
7005.01,"Yongsheng Yunnan 7","regrowth stand regenerating via spontaneous natural regeneration 767","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4144
7005.02,"Yongsheng Yunnan 7","regrowth stand regenerating via spontaneous natural regeneration 767","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4144
7006.01,"Yongsheng Yunnan 8","regrowth stand regenerating via spontaneous natural regeneration 768","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4145
7006.02,"Yongsheng Yunnan 8","regrowth stand regenerating via spontaneous natural regeneration 768","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4145
7007.01,"Yongsheng Yunnan 9","regrowth stand regenerating via spontaneous natural regeneration 769","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4146
7007.02,"Yongsheng Yunnan 9","regrowth stand regenerating via spontaneous natural regeneration 769","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4146
7008.01,"Yongsheng Yunnan 10","regrowth stand regenerating via spontaneous natural regeneration 770","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4147
7008.02,"Yongsheng Yunnan 10","regrowth stand regenerating via spontaneous natural regeneration 770","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4147
7009.01,"Yongsheng Yunnan 11","regrowth stand regenerating via spontaneous natural regeneration 775","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4152
7009.02,"Yongsheng Yunnan 11","regrowth stand regenerating via spontaneous natural regeneration 775","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4152
7010.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1777","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5155
7010.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1777","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5155
7011.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1778","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5156
7011.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1778","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5156
7012.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1779","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5157
7012.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1779","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5157
7013.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1780","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5158
7013.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1780","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5158
7014.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1781","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5159
7014.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1781","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5159
7015.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1782","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5160
7015.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1782","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5160
7016.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1783","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5161
7016.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1783","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5161
7017.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1784","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5162
7017.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1784","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5162
7018.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1785","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5163
7018.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1785","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5163
7019.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1786","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5164
7019.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1786","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5164
7020.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1787","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5165
7020.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1787","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5165
7021.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1788","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5166
7021.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1788","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5166
7022.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1789","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5167
7022.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1789","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5167
7023.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1790","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5168
7023.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1790","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5168
7024.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1791","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5169
7024.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1791","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5169
7025.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1792","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5170
7025.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1792","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5170
7026.01,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1793","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5171
7026.02,"Yongshun Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1793","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5171
7027.01,"Yongshun Hunan 1","regrowth stand regenerating via spontaneous natural regeneration 1875","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5253
7027.02,"Yongshun Hunan 1","regrowth stand regenerating via spontaneous natural regeneration 1875","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5253
7028.01,"Yongshun Hunan 2","regrowth stand regenerating via spontaneous natural regeneration 1899","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5277
7028.02,"Yongshun Hunan 2","regrowth stand regenerating via spontaneous natural regeneration 1899","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5277
7029.01,"Yongshun Hunan 3","regrowth stand regenerating via spontaneous natural regeneration 1900","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5278
7029.02,"Yongshun Hunan 3","regrowth stand regenerating via spontaneous natural regeneration 1900","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5278
7030.01,"Yongxing Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2781","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6159
7030.02,"Yongxing Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2781","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6159
7031.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2682","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6060
7031.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2682","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6060
7032.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2683","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6061
7032.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2683","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6061
7033.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2684","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6062
7033.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2684","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6062
7034.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2685","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6063
7034.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2685","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6063
7035.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2686","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6064
7035.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2686","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6064
7036.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2687","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6065
7036.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2687","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6065
7037.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2688","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6066
7037.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2688","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6066
7038.01,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2689","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6067
7038.02,"Yuanjiang Hunan ","regrowth stand regenerating via spontaneous natural regeneration 2689","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6067
7039.01,"Yuanling Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1827","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5205
7039.02,"Yuanling Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1827","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5205
7040.01,"Yuanling Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1828","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5206
7040.02,"Yuanling Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1828","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5206
7041.01,"Yuanling Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1829","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5207
7041.02,"Yuanling Hunan ","regrowth stand regenerating via spontaneous natural regeneration 1829","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5207
7042.01,"Yuanling Hunan 1","regrowth stand regenerating via spontaneous natural regeneration 1918","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5296
7042.02,"Yuanling Hunan 1","regrowth stand regenerating via spontaneous natural regeneration 1918","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5296
7043.01,"Yuanling Hunan 2","regrowth stand regenerating via spontaneous natural regeneration 1926","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5304
7043.02,"Yuanling Hunan 2","regrowth stand regenerating via spontaneous natural regeneration 1926","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5304
7044.01,"Yuanling Hunan 3","regrowth stand regenerating via spontaneous natural regeneration 1944","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5322
7044.02,"Yuanling Hunan 3","regrowth stand regenerating via spontaneous natural regeneration 1944","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5322
7045.01,"Yuanling Hunan 4","regrowth stand regenerating via spontaneous natural regeneration 1946","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5324
7045.02,"Yuanling Hunan 4","regrowth stand regenerating via spontaneous natural regeneration 1946","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5324
7046.01,"Yuanling Hunan 5","regrowth stand regenerating via spontaneous natural regeneration 1947","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5325
7046.02,"Yuanling Hunan 5","regrowth stand regenerating via spontaneous natural regeneration 1947","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5325
7047.01,"Yuanling Hunan 6","regrowth stand regenerating via spontaneous natural regeneration 1955","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5333
7047.02,"Yuanling Hunan 6","regrowth stand regenerating via spontaneous natural regeneration 1955","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5333
7048.01,"Yuanling Hunan 7","regrowth stand regenerating via spontaneous natural regeneration 1982","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5360
7048.02,"Yuanling Hunan 7","regrowth stand regenerating via spontaneous natural regeneration 1982","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5360
7049.01,"Yuanling Hunan 8","regrowth stand regenerating via spontaneous natural regeneration 1997","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5375
7049.02,"Yuanling Hunan 8","regrowth stand regenerating via spontaneous natural regeneration 1997","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5375
7050.01,"Yuanling Hunan 9","regrowth stand regenerating via spontaneous natural regeneration 2006","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5384
7050.02,"Yuanling Hunan 9","regrowth stand regenerating via spontaneous natural regeneration 2006","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,5384
7051.01,"Yuanling Hunan 10","regrowth stand regenerating via spontaneous natural regeneration 2807","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6185
7051.02,"Yuanling Hunan 10","regrowth stand regenerating via spontaneous natural regeneration 2807","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6185
7052.01,"Yueliang mountain Guizhou ","regrowth stand regenerating via spontaneous natural regeneration 1476","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4853
7052.02,"Yueliang mountain Guizhou ","regrowth stand regenerating via spontaneous natural regeneration 1476","0.15",2,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,4853
7053.01,"Yuexi Anhui ","regrowth stand regenerating via spontaneous natural regeneration 3176","0.15",1,"NAC",9,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,6554
