"history.ID","sites.sitename","plot.name","plot.area","event.sequence","date","date.loc","hist.cat","hist.type","est.regrowth.assumed.same.year","level","units","percent.mortality","hist.notes","plothistory.ID.v1","X","NEW_RECORD","GROA.site.ID","GROA.plot.ID"
3183.02,"Riddle High","regrowth stand regenerating via spontaneous natural regeneration established around 1988 26","5e-04",2,"1988",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2559
3183.03,"Riddle High","regrowth stand regenerating via spontaneous natural regeneration established around 1988 26","5e-04",3,"1988",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2559
3184.01,"Firehole Loop","regrowth stand regenerating via spontaneous natural regeneration established around 1988 27","5e-04",1,"1988",8,"Disturbance","Burned",NA,"NAC",NA,"NAC",NA,NA,NA,TRUE,NA,2560
3184.02,"Firehole Loop","regrowth stand regenerating via spontaneous natural regeneration established around 1988 27","5e-04",2,"1988",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2560
3184.03,"Firehole Loop","regrowth stand regenerating via spontaneous natural regeneration established around 1988 27","5e-04",3,"1988",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2560
3185.01,"Gibbon Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1988 28","5e-04",1,"1988",8,"Disturbance","Burned",NA,"NAC",NA,"NAC",NA,NA,NA,TRUE,NA,2561
3185.02,"Gibbon Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1988 28","5e-04",2,"1988",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2561
3185.03,"Gibbon Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1988 28","5e-04",3,"1988",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2561
3186.01,"7-Mile Bridge","regrowth stand regenerating via spontaneous natural regeneration established around 1988 29","5e-04",1,"1988",8,"Disturbance","Burned",NA,"NAC",NA,"NAC",NA,NA,NA,TRUE,NA,2562
3186.02,"7-Mile Bridge","regrowth stand regenerating via spontaneous natural regeneration established around 1988 29","5e-04",2,"1988",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2562
3186.03,"7-Mile Bridge","regrowth stand regenerating via spontaneous natural regeneration established around 1988 29","5e-04",3,"1988",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2562
3187.01,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 475","0.0012",1,"NAC",9,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,3659
3187.02,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 475","0.0012",2,"NAC",9,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3659
3187.03,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 475","0.0012",3,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3659
3188.01,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 476","0.0012",1,"NAC",9,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,3660
3188.02,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 476","0.0012",2,"NAC",9,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3660
3188.03,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 476","0.0012",3,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3660
3189.01,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 477","0.0012",1,"NAC",9,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,3661
3189.02,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 477","0.0012",2,"NAC",9,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3661
3189.03,"Paragominas","regrowth stand regenerating via spontaneous natural regeneration 477","0.0012",3,"NAC",9,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3661
3190.01,"High Casamance","FA1a regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",1,"1994",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2603
3190.02,"High Casamance","FA1a regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",2,"1994",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2603
3190.03,"High Casamance","FA1a regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",3,"1994",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2603
3191.01,"High Casamance","FA1b regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",1,"1994",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2604
3191.02,"High Casamance","FA1b regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",2,"1994",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2604
3191.03,"High Casamance","FA1b regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",3,"1994",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2604
3192.01,"High Casamance","FA1c regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",1,"1994",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2605
3192.02,"High Casamance","FA1c regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",2,"1994",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2605
3192.03,"High Casamance","FA1c regrowth stand regenerating via spontaneous natural regeneration established around 1994","0.27",3,"1994",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2605
3193.01,"High Casamance","FA2a regrowth stand regenerating via spontaneous natural regeneration established around 1993","0.27",1,"1993",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2609
3193.02,"High Casamance","FA2a regrowth stand regenerating via spontaneous natural regeneration established around 1993","0.27",2,"1993",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2609
3193.03,"High Casamance","FA2a regrowth stand regenerating via spontaneous natural regeneration established around 1993","0.27",3,"1993",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2609
3194.01,"High Casamance","FA4 regrowth stand regenerating via spontaneous natural regeneration established around 1991","0.27",1,"1991",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2614
3194.02,"High Casamance","FA4 regrowth stand regenerating via spontaneous natural regeneration established around 1991","0.27",2,"1991",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2614
3194.03,"High Casamance","FA4 regrowth stand regenerating via spontaneous natural regeneration established around 1991","0.27",3,"1991",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2614
3195.01,"High Casamance","FA7a regrowth stand regenerating via spontaneous natural regeneration established around 1988","0.27",1,"1988",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2617
3195.02,"High Casamance","FA7a regrowth stand regenerating via spontaneous natural regeneration established around 1988","0.27",2,"1988",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2617
3195.03,"High Casamance","FA7a regrowth stand regenerating via spontaneous natural regeneration established around 1988","0.27",3,"1988",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2617
3196.01,"High Casamance","FA12 regrowth stand regenerating via spontaneous natural regeneration established around 1983","0.27",1,"1983",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2621
3196.02,"High Casamance","FA12 regrowth stand regenerating via spontaneous natural regeneration established around 1983","0.27",2,"1983",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2621
3196.03,"High Casamance","FA12 regrowth stand regenerating via spontaneous natural regeneration established around 1983","0.27",3,"1983",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2621
3197.01,"High Casamance","FA13a regrowth stand regenerating via spontaneous natural regeneration established around 1982","0.27",1,"1982",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2622
3197.02,"High Casamance","FA13a regrowth stand regenerating via spontaneous natural regeneration established around 1982","0.27",2,"1982",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2622
3197.03,"High Casamance","FA13a regrowth stand regenerating via spontaneous natural regeneration established around 1982","0.27",3,"1982",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2622
3198.01,"High Casamance","FA17 regrowth stand regenerating via spontaneous natural regeneration established around 1978","0.27",1,"1978",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2626
3198.02,"High Casamance","FA17 regrowth stand regenerating via spontaneous natural regeneration established around 1978","0.27",2,"1978",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2626
3198.03,"High Casamance","FA17 regrowth stand regenerating via spontaneous natural regeneration established around 1978","0.27",3,"1978",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2626
3199.01,"High Casamance","FA18a regrowth stand regenerating via spontaneous natural regeneration established around 1977","0.27",1,"1977",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2627
3199.02,"High Casamance","FA18a regrowth stand regenerating via spontaneous natural regeneration established around 1977","0.27",2,"1977",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2627
3199.03,"High Casamance","FA18a regrowth stand regenerating via spontaneous natural regeneration established around 1977","0.27",3,"1977",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2627
3200.01,"High Casamance","FA26 regrowth stand regenerating via spontaneous natural regeneration established around 1969","0.27",1,"1969",8,"Disturbance","Shifting cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2630
3200.02,"High Casamance","FA26 regrowth stand regenerating via spontaneous natural regeneration established around 1969","0.27",2,"1969",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2630
3200.03,"High Casamance","FA26 regrowth stand regenerating via spontaneous natural regeneration established around 1969","0.27",3,"1969",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2630
3201.01,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1984 35","0.0162",1,"1984",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9374
3201.02,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1984 35","0.0162",2,"1984",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9374
3201.03,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1984 35","0.0162",3,"1984",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9374
3202.01,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 1984 36","0.0162",1,"1984",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9665
3202.02,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 1984 36","0.0162",2,"1984",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9665
3202.03,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 1984 36","0.0162",3,"1984",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9665
3203.01,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 1984 37","0.0162",1,"1984",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9666
3203.02,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 1984 37","0.0162",2,"1984",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9666
3203.03,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 1984 37","0.0162",3,"1984",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9666
3204.01,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1984 11","0.0162",1,"1984",8,"Disturbance","Agriculture_generic",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,1918
3204.02,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1984 11","0.0162",2,"1984",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1918
3204.03,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 1984 11","0.0162",3,"1984",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1918
3205.01,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 2009 2","0.0162",1,"2009",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,1919
3205.02,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 2009 2","0.0162",2,"2009",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1919
3205.03,"Roxton Falls","regrowth stand regenerating via spontaneous natural regeneration established around 2009 2","0.0162",3,"2009",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1919
3206.01,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 1938 5","0.0162",1,"1938",8,"Disturbance","Agriculture_generic",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9282
3206.02,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 1938 5","0.0162",2,"1938",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9282
3206.03,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 1938 5","0.0162",3,"1938",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9282
3207.01,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 2009 3","0.0162",1,"2009",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9283
3207.02,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 2009 3","0.0162",2,"2009",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9283
3207.03,"Magog","regrowth stand regenerating via spontaneous natural regeneration established around 2009 3","0.0162",3,"2009",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9283
3208.01,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 1957 8","0.0162",1,"1957",8,"Disturbance","Agriculture_generic",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9284
3208.02,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 1957 8","0.0162",2,"1957",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9284
3208.03,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 1957 8","0.0162",3,"1957",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9284
3209.01,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 2009 4","0.0162",1,"2009",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9285
3209.02,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 2009 4","0.0162",2,"2009",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9285
3209.03,"St. Isidore","regrowth stand regenerating via spontaneous natural regeneration established around 2009 4","0.0162",3,"2009",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9285
3210.01,"Luquillo Experimental Forest","COMPARISON OF TROPICAL TREE PLANTATIONS WITH SECONDARY FORESTS OF SIMILAR AGE regrowth stand regenerating via spontaneous natural regeneration established around 1975","0.15",1,"1975",8,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,2830
3210.02,"Luquillo Experimental Forest","COMPARISON OF TROPICAL TREE PLANTATIONS WITH SECONDARY FORESTS OF SIMILAR AGE regrowth stand regenerating via spontaneous natural regeneration established around 1975","0.15",2,"1975",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,2830
3211.01,"Scituate Watershed","- P1 regrowth stand regenerating via spontaneous natural regeneration established around 1937","0.09",1,"1937",8,"Establishment","Establishment of oldest trees","1",NA,NA,NA,NA,NA,NA,TRUE,NA,3711
3211.02,"Scituate Watershed","- P1 regrowth stand regenerating via spontaneous natural regeneration established around 1937","0.09",2,"1937",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)","1",NA,NA,NA,NA,NA,NA,TRUE,NA,3711
3212.01,"Scituate Watershed","- D2 regrowth stand regenerating via spontaneous natural regeneration established around 1926","0.09",1,"1926",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,3712
3212.02,"Scituate Watershed","- D2 regrowth stand regenerating via spontaneous natural regeneration established around 1926","0.09",2,"1926",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3712
3212.03,"Scituate Watershed","- D2 regrowth stand regenerating via spontaneous natural regeneration established around 1926","0.09",3,"1926",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3712
3213.01,"Scituate Watershed","- J7 regrowth stand regenerating via spontaneous natural regeneration established around 1975 2","0.09",1,"1975",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,3715
3213.02,"Scituate Watershed","- J7 regrowth stand regenerating via spontaneous natural regeneration established around 1975 2","0.09",2,"1975",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3715
3213.03,"Scituate Watershed","- J7 regrowth stand regenerating via spontaneous natural regeneration established around 1975 2","0.09",3,"1975",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3715
3214.01,"Scituate Watershed","- J11 regrowth stand regenerating via spontaneous natural regeneration established around 1975 2","0.09",1,"1975",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,3716
3214.02,"Scituate Watershed","- J11 regrowth stand regenerating via spontaneous natural regeneration established around 1975 2","0.09",2,"1975",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3716
3214.03,"Scituate Watershed","- J11 regrowth stand regenerating via spontaneous natural regeneration established around 1975 2","0.09",3,"1975",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,3716
3215.01,"Scituate Watershed","regrowth stand regenerating via spontaneous natural regeneration established around 1899 1","0.09",1,"1899",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9409
3215.02,"Scituate Watershed","regrowth stand regenerating via spontaneous natural regeneration established around 1899 1","0.09",2,"1899",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9409
3215.03,"Scituate Watershed","regrowth stand regenerating via spontaneous natural regeneration established around 1899 1","0.09",3,"1899",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9409
3216.01,"Scituate Watershed","regrowth stand regenerating via spontaneous natural regeneration established around 1899 2","0.09",1,"1899",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,9410
3216.02,"Scituate Watershed","regrowth stand regenerating via spontaneous natural regeneration established around 1899 2","0.09",2,"1899",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9410
3216.03,"Scituate Watershed","regrowth stand regenerating via spontaneous natural regeneration established around 1899 2","0.09",3,"1899",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,9410
3217.01,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1992 6","0.0112",1,"1992",8,"Disturbance","Grazed",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,1853
3217.02,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1992 6","0.0112",2,"1992",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1853
3217.03,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1992 6","0.0112",3,"1992",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1853
3218.01,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1970 6","0.0112",1,"1970",8,"Disturbance","Cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,8724
3218.02,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1970 6","0.0112",2,"1970",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,8724
3218.03,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1970 6","0.0112",3,"1970",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,8724
3219.01,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1950 5","0.0112",1,"1950",8,"Disturbance","Harvest",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,8725
3219.02,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1950 5","0.0112",2,"1950",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,8725
3219.03,"Tamanduá","regrowth stand regenerating via spontaneous natural regeneration established around 1950 5","0.0112",3,"1950",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,8725
3220.01,"Taihe County","regrowth stand regenerating via spontaneous natural regeneration established around 1981 5","0.12",1,"1981",8,"Disturbance","Agriculture_generic",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,1911
3220.02,"Taihe County","regrowth stand regenerating via spontaneous natural regeneration established around 1981 5","0.12",2,"1981",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1911
3220.03,"Taihe County","regrowth stand regenerating via spontaneous natural regeneration established around 1981 5","0.12",3,"1981",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1911
3221.01,"Ecological Benefits Monitoring Station","regrowth stand regenerating via spontaneous natural regeneration established around 1998 11","0.12",1,"1998",8,"Disturbance","Cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2092
3221.02,"Ecological Benefits Monitoring Station","regrowth stand regenerating via spontaneous natural regeneration established around 1998 11","0.12",2,"1998",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2092
3221.03,"Ecological Benefits Monitoring Station","regrowth stand regenerating via spontaneous natural regeneration established around 1998 11","0.12",3,"1998",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2092
3222.01,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1988","0.3",1,"1988",8,"Disturbance","Agriculture_generic",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2545
3222.02,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1988","0.3",2,"1988",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2545
3222.03,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1988","0.3",3,"1988",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2545
3223.01,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1976","0.3",1,"1976",8,"Disturbance","Cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2546
3223.02,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1976","0.3",2,"1976",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2546
3223.03,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1976","0.3",3,"1976",8,"Regrowth","Initiation of post-disturbance cohort (planted or natural)",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2546
3224.01,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1966","0.3",1,"1966",8,"Disturbance","Cultivation",NA,"NAC",NA,"100",NA,NA,NA,TRUE,NA,2547
3224.02,"Los Tuxtlas","Root biomass and carbon in a tropical evergreen forest of Mexico: changes with secondary succession and forest conversion to pasture regrowth stand regenerating via spontaneous natural regeneration established around 1966","0.3",2,"1966",8,"Establishment","Establishment of oldest trees",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,2547
