"site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","GROA.site.ID"
3263,"Lijiang Yunnan 14",NA,NA,NA,"NAC","","China",27.1,99.63,"2680",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4277
3264,"Lijiang Yunnan 16",NA,NA,NA,"NAC","","China",27.1,99.69,"2540",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4279
3265,"Lijiang Yunnan 35",NA,NA,NA,"NAC","","China",27.1,100.29,"3490",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4298
3266,"Lijiang Yunnan 39",NA,NA,NA,"NAC","","China",27.1,100.35,"3350",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4302
3267,"Lijiang Yunnan 43",NA,NA,NA,"NAC","","China",27.1,100.41,"2710",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4306
3268,"Nakou Fujian ",NA,NA,NA,"NAC","","China",27.1,117.6,"793",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,275,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4436
3269,"Ninglang Yunnan 10",NA,NA,NA,"NAC","","China",27.1,100.65,"2730",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4592
3270,"Shaowu Fujian 1",NA,NA,NA,"NAC","","China",27.1,117.3,"1330",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,276,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5218
3271,"Xifeng Guizhou 1",NA,NA,NA,"NAC","","China",27.1,106.7,"1500",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,280,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5377
3272,"Dongkou Hunan",NA,NA,NA,"NAC","","China",27.12,110.23,"700",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,231,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4023
3273,"Hezhang Guizhou ",NA,NA,NA,"NAC","","China",27.13,104.57,"1900",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,281,"Asia","Cwb","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4125
3274,"Wengan Guizhou 6",NA,NA,NA,"NAC","","China",27.13,107.67,"1030",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,269,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5366
3275,"Kaiyang Guizhou 1",NA,NA,NA,"NAC","","China",27.17,107.11,"1110",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4232
3276,"Lijiang Yunnan ",NA,NA,NA,"NAC","","China",27.17,99.44,"2860",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4263
3277,"Lijiang Yunnan 6",NA,NA,NA,"NAC","","China",27.17,99.5,"2980",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4269
3278,"Lijiang Yunnan 10",NA,NA,NA,"NAC","","China",27.17,99.57,"3120",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4273
3279,"Lijiang Yunnan 19",NA,NA,NA,"NAC","","China",27.17,99.75,"2780",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4282
3280,"Ninglang Yunnan 13",NA,NA,NA,"NAC","","China",27.17,100.72,"2920",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4595
3281,"Ninglang Yunnan 22",NA,NA,NA,"NAC","","China",27.17,100.84,"2980",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4604
3282,"Shibing Guizhou ",NA,NA,NA,"NAC","","China",27.17,108.05,"950",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,282,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5222
3283,"Shibing Guizhou 1",NA,NA,NA,"NAC","","China",27.17,108.09,"600",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,282,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5223
3284,"Wengan Guizhou 2",NA,NA,NA,"NAC","","China",27.17,107.23,"1005",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5362
3285,"Zhenyuan Guizhou ",NA,NA,NA,"NAC","","China",27.17,108.3,"1010",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,282,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5552
3286,"Shaowu Fujian ",NA,NA,NA,"NAC","","China",27.2,117.1,"892",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,276,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5217
3287,"Zhenyuan Guizhou 1",NA,NA,NA,"NAC","","China",27.2,108.58,"720",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,283,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5553
3288,"Kaiyang Guizhou 2",NA,NA,NA,"NAC","","China",27.23,107.11,"958",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4233
3289,"Lijiang Yunnan 1",NA,NA,NA,"NAC","","China",27.23,99.44,"2940",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4264
3290,"Lijiang Yunnan 11",NA,NA,NA,"NAC","","China",27.23,99.57,"2540",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4274
3291,"Ninglang Yunnan 14",NA,NA,NA,"NAC","","China",27.23,100.72,"2830",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4596
3292,"Ninglang Yunnan 18",NA,NA,NA,"NAC","","China",27.23,100.78,"2460",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4600
3293,"Ninglang Yunnan 23",NA,NA,NA,"NAC","","China",27.23,100.84,"2500",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4605
3294,"Ninglang Yunnan 31",NA,NA,NA,"NAC","","China",27.23,100.96,"3220",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4613
3295,"Weixi Yunnan 9",NA,NA,NA,"NAC","","China",27.23,99.32,"2780",NA,"13.4","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5352
3296,"Xifeng Guizhou ",NA,NA,NA,"NAC","","China",27.23,106.63,"900",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,280,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5376
3297,"Weining Guizhou 2",NA,NA,NA,"NAC","","China",27.27,104.04,"1880",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,284,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5336
3298,"Wengan Guizhou ",NA,NA,NA,"NAC","","China",27.27,107.19,"950",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5360
3299,"Ling Hunan 4",NA,NA,NA,"NAC","","China",27.3,113.8,"950",NA,"17.8","NAC","NAC","1480",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,285,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4313
3300,"Shaowu Fujian 2",NA,NA,NA,"NAC","","China",27.3,117.3,"470",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,276,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5219
3301,"Shaowu Fujian 3",NA,NA,NA,"NAC","","China",27.3,117.4,"610",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,276,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5220
3302,"Lijiang Yunnan 2",NA,NA,NA,"NAC","","China",27.32,99.44,"2940",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4265
3303,"Lijiang Yunnan 7",NA,NA,NA,"NAC","","China",27.32,99.51,"3400",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4270
3304,"Ninglang Yunnan 15",NA,NA,NA,"NAC","","China",27.32,100.72,"3110",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4597
3305,"Ninglang Yunnan 26",NA,NA,NA,"NAC","","China",27.32,100.9,"2570",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4608
3306,"Weixi Yunnan 6",NA,NA,NA,"NAC","","China",27.32,99.14,"2660",NA,"13.4","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5349
3307,"Wuyi mountain Fujian ",NA,NA,NA,"NAC","","China",27.33,117.27,"450",NA,"13.3","NAC","NAC","1750",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,276,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5373
3308,"Kaiyang Guizhou ",NA,NA,NA,"NAC","","China",27.35,107.03,"895",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4231
3309,"Lijiang Yunnan 3",NA,NA,NA,"NAC","","China",27.38,99.44,"2900",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4266
3310,"Lijiang Yunnan 44",NA,NA,NA,"NAC","","China",27.38,100.42,"3160",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4307
3311,"Lijiang Yunnan 45",NA,NA,NA,"NAC","","China",27.38,100.48,"3152",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4308
3312,"Ninglang Yunnan 4",NA,NA,NA,"NAC","","China",27.38,100.54,"2300",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4586
3313,"Shiqian Guizhou ",NA,NA,NA,"NAC","","China",27.38,107.92,"1030",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,282,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5227
3314,"Shiqian Guizhou 1",NA,NA,NA,"NAC","","China",27.38,108.05,"1220",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,282,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5228
3315,"Weixi Yunnan 7",NA,NA,NA,"NAC","","China",27.38,99.2,"3320",NA,"13.4","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5350
3316,"Weixi Yunnan 10",NA,NA,NA,"NAC","","China",27.38,99.32,"3320",NA,"13.4","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5353
3317,"Wengan Guizhou 3",NA,NA,NA,"NAC","","China",27.38,107.32,"950",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5363
3318,"Yuqing Guizhou ",NA,NA,NA,"NAC","","China",27.38,107.52,"889",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5538
3319,"Jinsha Guizhou ",NA,NA,NA,"NAC","","China",27.4,106.2,"1336",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,286,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4215
3320,"Weining Guizhou 1",NA,NA,NA,"NAC","","China",27.42,104,"1850",NA,"7.8","NAC","NAC","600",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,284,"Asia","Cwb","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5335
3321,"Lijiang Yunnan 9",NA,NA,NA,"NAC","","China",27.45,99.55,"2400",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4272
3322,"Lijiang Yunnan 36",NA,NA,NA,"NAC","","China",27.45,100.29,"3960",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4299
3323,"Ninglang Yunnan 1",NA,NA,NA,"NAC","","China",27.45,100.48,"3060",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4583
3324,"Ninglang Yunnan 16",NA,NA,NA,"NAC","","China",27.45,100.72,"3136",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4598
3325,"Ninglang Yunnan 27",NA,NA,NA,"NAC","","China",27.45,100.9,"2580",NA,"12.9","NAC","NAC","1010",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4609
3326,"Weixi Yunnan 1",NA,NA,NA,"NAC","","China",27.45,98.96,"3390",NA,"13.4","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5344
3327,"Weixi Yunnan 4",NA,NA,NA,"NAC","","China",27.45,99.08,"2690",NA,"13.4","NAC","NAC","1200",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5347
3328,"Yuqing Guizhou 1",NA,NA,NA,"NAC","","China",27.45,107.52,"792",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,277,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5539
3329,"Shiqian Guizhou 2",NA,NA,NA,"NAC","","China",27.48,108.37,"880",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,287,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5229
3330,"Huangkeng Fujian ",NA,NA,NA,"NAC","","China",27.5,117.6,"690",NA,"17.8","NAC","NAC","2120",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,288,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4139
3331,"Pucheng Fujian 1",NA,NA,NA,"NAC","","China",27.5,118.4,"600",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,289,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4708
3332,"Zangjiang Hunan 1",NA,NA,NA,"NAC","","China",27.52,109.62,"640",NA,"NAC","NAC","NAC","NAC",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,290,"Asia","Cfa","Subtropical humid forest",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,5542
3333,"Lijiang Yunnan 8",NA,NA,NA,"NAC","","China",27.53,99.51,"3300",NA,"12.8","NAC","NAC","1100",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,236,"Asia","Cwb","Subtropical mountain system",NA,"Guo_2014_part",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,4271
