"site.ID","sites.sitename","network","alt.names","super.site","city","state","country","lat","lon","masl","geography.notes","mat","min.temp","max.temp","map","climate.notes","soil.texture","sand","silt","clay","soil.classification","soil.notes","hydrology.notes","site.notes","geographic.area","biogeog","Koeppen","FAO.ecozone","site.ID.v1","measurement.refs","site.ref","ref.notes","lacks.info.from.ori.pub","loaded.from","loaded.by","potential_duplicate_group","potential_duplicate_group_parsed","confirmed.unique","potential.duplicates.manual","duplicate.notes","NEW_RECORD","GROA.site.ID","OLD_RECORD"
95270,"Cambronero",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.2989,-84.7665,"1200",NA,"20.1","NAC","NAC","5300",NA,"","NaN","NaN","NaN"," Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13952,FALSE
50,"Aleman",NA,NA,"","NAC","Alajuela","Costa Rica",10.3019,-84.7408,"962",NA,"21.6","NAC","NAC","5800",NA,"NAC","NAC","NAC","NAC","Andisol",NA,"NAC",NA,"32","Neotropics","Aw","Tropical rainforest",1306,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,NA,NA
95702,"Aleman",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.3019,-84.7408,"962",NA,"21.6","NAC","NAC","5800",NA,"","NaN","NaN","NaN","Andisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13948,FALSE
1,"4 Rios",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3888,-84.1327,"248",NA,"24.2","NAC","NAC","3967",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1301,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
96135,"4 Rios",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3888,-84.1327,"248",NA,"24.2","NAC","NAC","3967",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13943,FALSE
324,"Cascada",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3948,-83.9868,"92",NA,"25.1","NAC","NAC","3900",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Af","Tropical rainforest",1290,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
96569,"Cascada",NA,NA,NA,"NAC","Heredia","Costa Rica",10.3948,-83.9868,"92",NA,"25.1","NAC","NAC","3900",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13932,FALSE
1829,"Tirimbina",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4025,-84.1125,"261",NA,"24.1","NAC","NAC","4017",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1298,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
97004,"Tirimbina",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4025,-84.1125,"261",NA,"24.1","NAC","NAC","4017",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13940,FALSE
1558,"Sabalo",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4165,-84.0029,"74",NA,"25.2","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1291,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
97440,"Sabalo",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4165,-84.0029,"74",NA,"25.2","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13933,FALSE
1673,"SHO 750",NA,NA,NA,"NAC","Heredia","Costa Rica",10.417,-84.0036,"70",NA,"25.2","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1292,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
97877,"SHO 750",NA,NA,NA,"NAC","Heredia","Costa Rica",10.417,-84.0036,"70",NA,"25.2","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13934,FALSE
311,"Cano",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4214,-84.1618,"224",NA,"24.3","NAC","NAC","3900",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1285,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
98315,"Cano",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4214,-84.1618,"224",NA,"24.3","NAC","NAC","3900",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13927,FALSE
431,"Culebra",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4248,-84.0965,"158",NA,"24.7","NAC","NAC","3942",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1295,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
98754,"Culebra",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4248,-84.0965,"158",NA,"24.7","NAC","NAC","3942",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13937,FALSE
1792,"Terciopelo",NA,NA,NA,"NAC","Heredia","Costa Rica",10.427,-84.095,"140",NA,"24.8","NAC","NAC","3942",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1293,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
99194,"Terciopelo",NA,NA,NA,"NAC","Heredia","Costa Rica",10.427,-84.095,"140",NA,"24.8","NAC","NAC","3942",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13935,FALSE
1426,"Pao",NA,NA,NA,"NAC","Heredia","Costa Rica",10.431,-84.0157,"65",NA,"25.2","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1289,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
99635,"Pao",NA,NA,NA,"NAC","Heredia","Costa Rica",10.431,-84.0157,"65",NA,"25.2","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13931,FALSE
1642,"SAT 900",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4315,-84.0205,"74",NA,"25.2","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1286,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
100077,"SAT 900",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4315,-84.0205,"74",NA,"25.2","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13928,FALSE
1641,"SAT 1000",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4319,-84.0218,"76",NA,"25.1","NAC","NAC","3892",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1288,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
100520,"SAT 1000",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4319,-84.0218,"76",NA,"25.1","NAC","NAC","3892",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13930,FALSE
528,"Don Juan",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4553,-84.0665,"143",NA,"24.8","NAC","NAC","3967",NA,"NAC","NAC","NAC","NAC","Ultisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1297,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
100964,"Don Juan",NA,NA,NA,"NAC","Heredia","Costa Rica",10.4553,-84.0665,"143",NA,"24.8","NAC","NAC","3967",NA,"","NaN","NaN","NaN"," Ultisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13939,FALSE
413,"Con Permiso",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.4556,-84.1763,"141",NA,"24.8","NAC","NAC","3800",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1287,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,1,"1","1",NA,"",FALSE,NA,NA
101409,"Con Permiso",NA,NA,NA,"NAC","Alajuela","Costa Rica",10.4556,-84.1763,"141",NA,"24.8","NAC","NAC","3800",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13929,FALSE
1481,"Pumilio",NA,NA,"","NAC","Heredia","Costa Rica",10.506,-84.0561,"79",NA,"25.1","NAC","NAC","4017",NA,"NAC","NAC","NAC","NAC","Inceptisol",NA,"NAC",NA,"1","Neotropics","Am","Tropical rainforest",1300,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,0,"0",NA,NA,"",FALSE,NA,NA
101855,"Pumilio",NA,NA,NA,"NAC","Heredia","Costa Rica",10.506,-84.0561,"79",NA,"25.1","NAC","NAC","4017",NA,"","NaN","NaN","NaN"," Inceptisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13942,FALSE
1310,"Naranjo",NA,NA,"","NAC","Guanacaste","Costa Rica",10.7992,-85.6485,"23",NA,"27.6","NAC","NAC","1630",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1267,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"7","NAC",NA,"",FALSE,NA,NA
102302,"Naranjo",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.7992,-85.6485,"23",NA,"27.6","NAC","NAC","1630",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13909,FALSE
486,"Deep Throat",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8266,-85.6134,"288",NA,"25.9","NAC","NAC","1513",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1264,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"3","NAC",NA,"",FALSE,NA,NA
102750,"Deep Throat",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8266,-85.6134,"288",NA,"25.9","NAC","NAC","1513",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13906,FALSE
562,"El Pozo",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8375,-85.6147,"340",NA,"25.6","NAC","NAC","1556",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1269,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"4","NAC",NA,"",FALSE,NA,NA
103199,"El Pozo",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8375,-85.6147,"340",NA,"25.6","NAC","NAC","1556",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13911,FALSE
286,"Buen Uso",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8393,-85.6152,"321",NA,"25.7","NAC","NAC","1556",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1268,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"2","NAC",NA,"",FALSE,NA,NA
103649,"Buen Uso",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8393,-85.6152,"321",NA,"25.7","NAC","NAC","1556",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13910,FALSE
1159,"Mal Uso",NA,NA,"","NAC","Guanacaste","Costa Rica",10.847,-85.6143,"307",NA,"25.8","NAC","NAC","1530",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical moist forest",1263,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"6","NAC",NA,"",FALSE,NA,NA
104100,"Mal Uso",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.847,-85.6143,"307",NA,"25.8","NAC","NAC","1530",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13904,FALSE
1478,"Principe",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8533,-85.6081,"273",NA,"26","NAC","NAC","1563",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical dry forest",1266,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"10","NAC",NA,"",FALSE,NA,NA
104552,"Principe",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8533,-85.6081,"273",NA,"26","NAC","NAC","1563",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13908,FALSE
602,"Firebreaks",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8705,-85.5946,"148",NA,"26.8","NAC","NAC","1573",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical dry forest",1265,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"5","NAC",NA,"",FALSE,NA,NA
105005,"Firebreaks",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8705,-85.5946,"148",NA,"26.8","NAC","NAC","1573",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13907,FALSE
1452,"Pitahaya",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8732,-85.5788,"243",NA,"26.2","NAC","NAC","1613",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical dry forest",1260,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"8","NAC",NA,"",FALSE,NA,NA
105459,"Pitahaya",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8732,-85.5788,"243",NA,"26.2","NAC","NAC","1613",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13901,FALSE
160,"Bebedero",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8883,-85.6,"280",NA,"25.9","NAC","NAC","1613",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical dry forest",1261,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"1","NAC",NA,"",FALSE,NA,NA
106370,"Bebedero",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8883,-85.6,"280",NA,"25.9","NAC","NAC","1613",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13902,FALSE
1453,"Pocosol",NA,NA,"","NAC","Guanacaste","Costa Rica",10.8889,-85.6004,"278",NA,"25.9","NAC","NAC","1613",NA,"NAC","NAC","NAC","NAC","Entisol",NA,"NAC",NA,"69","Neotropics","Aw","Tropical dry forest",1262,"Cifuentes-Jara_2008_abae",NA,NA,NA,"Bonner_2013_amgc",NA,34,"9","NAC",NA,"",FALSE,NA,NA
106827,"Pocosol",NA,NA,NA,"NAC","Guanacaste","Costa Rica",10.8889,-85.6004,"278",NA,"25.9","NAC","NAC","1613",NA,"","NaN","NaN","NaN"," Entisol  ",NA,NA,NA,NA,NA,NA,NA,NA,"Cifuentes-Jara_2008_abae",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,13903,FALSE
1142,"Luquillo Experimental Forest",NA,NA,"Luquillo","El Verde","Puerto Rico","United States of America",18.3,-65.8,"500","lat-long estimated from map in paper and google maps; more precise value may be possible. See Luyssaert?","22.3","NAC","NAC","3760",NA,"clay","NAC","NAC","NAC","NAC",NA,"NAC","Secondary tabonuco forest","81","Neotropics","Am","Tropical mountain system",356,"Crow_1980_arca",NA,NA,NA,"Anderson_2006_toba",NA,38,"1,2","NAC",NA,"",FALSE,NA,NA
108204,"Luquillo Experimental Forest",NA,NA,NA,"NAC","Puerto Rico","United States",18.3,-65.833333,"500",NA,"22.3","NAC","NAC","3760",NA,"25.41.35","NaN","NaN","NaN","ultisols",NA,NA,NA,NA,NA,NA,NA,NA,"Crow_1980_arca",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2414,FALSE
974,"Lake Duparquet chronosequence",NA,NA,"","Lake Duparquet","Quebec","Canada",48.5,-79.333333,"NAC",NA,"0.6","NAC","NAC","822.7",NA,"clay","NAC","NAC","NAC","Luvisol","The region is part of the northern Clay Belt, a large physiographic region characterized by lacustrine clay deposits left by the proglacial lakes Barlow and Ojibway. This site type is dominant in the region and the soils are classified as Grey Luvisols.",NA,NA,"407","Nearctic","Dfb","Boreal coniferous forest",NA,"Pare_1995_abaa",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,NA,NA
108665,"Lake Duparquet chronosequence",NA,NA,NA,"NAC","Quebec","Canada",48.5,-79.333333,"300",NA,"0.6","NAC","NAC","823",NA,"clay","NaN","NaN","NaN","Luvisol",NA,NA,NA,NA,NA,NA,NA,NA,"Pare_1995_abaa",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,6901,FALSE
1928,"Wave-regenerated Balsam Fir chronosequence",NA,NA,"","NAC","New York","United States of America",44.366667,-73.9,"1200",NA,"-0.5","-13","12","1250",NA,"NAC","NAC","NAC","NAC","NAC","Typically young and thin, rarely > 50 cm deep and often < 15 cm. They tend to be highly organic (loss on ignition 35-70%) and strongly acidic (pH 3.5-5.0).",NA,NA,"784","Nearctic","Dfb","Temperate mountain system",NA,"Sprugel_1984_dbpa",NA,NA,NA,"Anderson_2006_toba",NA,0,"0",NA,NA,"",FALSE,NA,NA
109127,"Wave-regenerated Balsam Fir chronosequence",NA,NA,NA,"NAC","New York","United States",44.366667,-73.9,"1200",NA,"NAC","NAC","NAC","1250",NA,"","NaN","NaN","NaN","NAC",NA,NA,NA,NA,NA,NA,NA,NA,"Sprugel_1984_dbpa",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,3641,FALSE
588,"Erastvere",NA,NA,"","NAC","Gulbene","Estonia",57.13,26.93,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NAC","NAC","NAC","Albeluvisol","Albeluvisol",NA,NA,"245","Palearctic","Dfb","Temperate continental forest",NA,"Uri_2012_bpac",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,NA,NA
111452,"Erastvere",NA,NA,NA,"NAC","Gulbene","Estonia",57.133333,26.933333,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NaN","NaN","NaN","Albeluvisol",NA,NA,NA,NA,NA,NA,NA,NA,"Uri_2012_bpac",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2043,FALSE
947,"Kooraste 1",NA,NA,"","NAC","Pskov","Estonia",57.983,29.67,"NAC",NA,"5.4","NAC","NAC","675",NA,"sand","NAC","NAC","NAC","Haplic Umbrisol","Haplic Umbrisol",NA,NA,"396","Palearctic","Dfb","Temperate continental forest",NA,"Uri_2012_bpac",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,NA,NA
111920,"Kooraste 1",NA,NA,NA,"NAC","Pskov","Estonia",57.983333,29.666667,"NAC",NA,"5.4","NAC","NAC","675",NA,"sand","NaN","NaN","NaN","Haplic Umbrisol",NA,NA,NA,NA,NA,NA,NA,NA,"Uri_2012_bpac",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2040,FALSE
862,"Kambja",NA,NA,"","NAC","Polva","Estonia",58.05,27.017,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NAC","NAC","NAC","Albeluvisol","Albeluvisol",NA,NA,"371","Palearctic","Dfb","Temperate continental forest",NA,"Uri_2012_bpac",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,NA,NA
112389,"Kambja",NA,NA,NA,"NAC","Polva","Estonia",58.05,27.016667,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NaN","NaN","NaN","Albeluvisol",NA,NA,NA,NA,NA,NA,NA,NA,"Uri_2012_bpac",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2039,FALSE
19,"Alatskivi 2",NA,NA,"","NAC","Tartu","Estonia",58.617,27.03,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NAC","NAC","NAC","Gleyic Umbrisol","Gleyic Umbrisol",NA,NA,"15","Palearctic","Dfb","Temperate continental forest",NA,"Uri_2012_bpac",NA,NA,NA,NA,NA,0,"0",NA,NA,"",FALSE,NA,NA
113330,"Alatskivi 2",NA,NA,NA,"NAC","Tartu","Estonia",58.616667,27.033333,"NAC",NA,"5.4","NAC","NAC","675",NA,"sandy loam","NaN","NaN","NaN","Gleyic Umbrisol",NA,NA,NA,NA,NA,NA,NA,NA,"Uri_2012_bpac",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,2042,FALSE
1464,"Porce II chronosequence 2",NA,NA,"","NAC","Antioquia","Colombia",6.760278,-75.107778,"975",NA,"22.7","21.3","24.1","2078",NA,"NAC","NAC","NAC","NAC","Entisol; Inceptisol","Twenty soil series have been described in the site and grouped in two main orders: Entisol and Inceptisol. The most common soil subgroups are Ustoxic Dystropept, Typic Tropaquent, and Typic Tropopsamment.","NAC",NA,"615","Neotropics","Af","Tropical mountain system",266,"Sierra_2012_tcai",NA,NA,NA,NA,NA,253,"1",NA,NA,"",FALSE,NA,NA
119544,"Porce II chronosequence 2",NA,NA,NA,"NAC","Antioquia","Colombia",6.760278,-75.107778,"1050",NA,"22.7","NAC","NAC","2078",NA,"NAC","NAC","NAC","NAC","Entisol; Inceptisol",NA,NA,NA,NA,NA,NA,NA,NA,"Sierra_2012_tcai",NA,NA,0,"[Cook-Patton database citation, in ForC format]","R script by Valentine Herrmann",NA,NA,NA,NA,NA,TRUE,283,FALSE
